	osa_location	osbp_location	mean_divergence	median_divergence	min_divergence	max_divergence	std_divergence
YSG_0033e	2.64807064302926	0.8025759857239972	0.4860254480045679	0.48838456892166204	0.37259750315273715	0.55688325904898	0.016593167243383986
YSG_1635	2.649080201032702	0.8036115676410605	0.5076739647523025	0.505717542187172	0.4836583479113652	0.5865781963233041	0.007597793785475175
YSG_1776	0.263494638898451	0.8046471495581237	0.22748821943334732	0.22120174969324907	0.12667450566485325	0.3934407943246671	0.03439133821914599
YSG_1794	0.2665233129087779	0.8067183133922502	0.34740151641822614	0.3456284596886098	0.31526382632768624	0.38552784797405376	0.010244128146819924
YSG_0874	0.4421864055077453	0.8150029687287559	0.363194774017568	0.3611927434199201	0.3302133158781724	0.4193933473715159	0.010810231912178326
YSG_0030bbb	0.4431959635111876	0.8160385506458192	0.4575971120652713	0.45794693561494804	0.3842574890771266	0.5230096269890445	0.011721909213384774
YSG_2115	0.44420552151463	0.8170741325628824	0.5560776840957476	0.5558480592336834	0.4777827819022453	0.6242853079928016	0.01216789621587538
YSG_1979	0.4452150795180723	0.8181097144799456	0.5571352917175086	0.5621195222803701	0.43638459382555794	0.6903236434051397	0.022898710222586195
YSG_1558	0.4462246375215146	0.8191452963970088	0.09279044033080205	0.09007862881315595	0.007486025968522067	0.1969902779085022	0.03289854629257234
YSG_1500	0.4472341955249569	0.820180878314072	0.3986640456439781	0.35127066100444987	0.31169292946464555	0.5725087897093722	0.04918964935174573
YSG_1329	0.4482437535283993	0.8212164602311353	0.543020762345992	0.5397614773109053	0.4834834581961489	0.6107648744039509	0.010817975815758642
YSG_0782	0.4492533115318416	0.8222520421481985	0.8415655625782892	0.8509670446433566	0.7422607182902794	0.9168590196583708	0.0159380118786978
YSG_1097	0.4522819855421687	0.8263943698164514	0.10605250999774224	0.11035121337926898	0.0425754022781559	0.2123355554005404	0.037864485352900525
YSG_1184	0.3079151910499139	0.8326078613188307	0.7012278498412293	0.694400046331829	0.6284236069828765	0.7827990798249386	0.006997571435492299
YSG_0967	0.3099343070567986	0.8336434432358939	0.47240855943123894	0.4849151247619101	0.42740526121945	0.5136063402008386	0.012319739864787764
YSG_0720	2.588506720826162	0.8357146070700204	0.411788931425316	0.4122957671027414	0.38691848707440823	0.4574997060537779	0.007073651197796647
YSG_0392	2.58749716282272	0.8367501889870836	0.37863418147360695	0.3790667677710903	0.3439434801507452	0.443968855020664	0.008495738238608112
YSG_0781	2.5864876048192773	0.8377857709041469	0.4262013726345961	0.42430254858757843	0.3933795399895909	0.4715689241142132	0.004960298844373933
YSG_0733	2.584468488812393	0.8388213528212101	0.5893623896070375	0.5915298446184771	0.5406666857287236	0.630565858912101	0.007208473726591741
YSG_0603	2.58345893080895	0.8398569347382733	0.42928137913708975	0.4292973072818804	0.41145428966101516	0.45650971133359486	0.0037896526609849015
YSG_1073	2.4239487662650605	0.8471060081577159	0.4005602658281895	0.4011774210218698	0.3768279477947578	0.43965346475077394	0.0073185486288434775
YSG_0599	2.841905779690189	0.8481415900747791	0.2926373583934324	0.2908320194213472	0.23731810585996121	0.3525772900013878	0.012386250677017605
YSG_0600	2.842915337693632	0.8491771719918423	0.43679212628420006	0.4372155525479328	0.3740693342646559	0.5151544090963	0.014480250783837599
YSG_0141b	2.844934453700517	0.8512483358259687	0.3955935808468237	0.39574202922072826	0.3612033847158237	0.4223695943337811	0.006356083558574333
YSG_0149a	2.8469535697074013	0.8522839177430319					
YSG_1459	2.8489726857142856	0.8543550815771583	0.35028016405705287	0.3525881356744416	0.30776732785688193	0.380474156324922	0.007813467334435007
YSG_1755	2.8520013597246128	0.8564262454112849	0.7042053532950163	0.709364575675693	0.6316556507175503	0.7982510544842609	0.010844654191505225
YSG_1909	2.854020475731497	0.8584974092454113	0.43909329041127854	0.44452692013230344	0.4075233416646131	0.48294196507184717	0.00933772381287659
YSG_1922b	2.85503003373494	0.8595329911624745	0.5008029566068414	0.5020857653659156	0.4695944613351137	0.5521005827209774	0.006642072381158055
YSG_2131	2.8570491497418247	0.8616041549966009	0.40544088462032735	0.38044693116313855	0.27520997334541003	0.6026463949739691	0.03201217243772421
YSG_0907	2.5662964447504306	0.8667820645819171	0.7737860529345825	0.7894218270867122	0.36433570076258304	1.0266544993964912	0.039441121343319965
YSG_0054c	2.567306002753873	0.8678176464989803					
YSG_0054a	2.568315560757315	0.8688532284160435					
YSG_1906	2.5703346767642	0.8709243922501699	0.6840044048847362	0.6865575489711142	0.6140320075699474	0.766134733115398	0.01296654397873789
YSG_0673	2.5723537927710844	0.8729955560842964	0.49842913457142957	0.49790809510105843	0.4463631071812513	0.5889462069108796	0.008304783322575535
YSG_0165b	1.2377181122203098	0.8781734656696125	0.5407188573357697	0.5401052829328656	0.5047267694445875	0.571605039035173	0.005205213303616002
YSG_0835	1.2356989962134253	0.8792090475866757	0.4893855383313275	0.48889469160403654	0.4593064726746275	0.5082909870591641	0.004722516690340547
YSG_0202c	2.384576004130809	0.8802446295037389					
YSG_1549	2.3835664461273667	0.8812802114208022	0.3280092691836835	0.3264633573336607	0.2975733141339903	0.3728145430354716	0.009643124166735548
YSG_0040a	2.3825568881239243	0.8823157933378654					
YSG_1277	2.3744804240963857	0.8885292848402447	0.4922274603834669	0.4919651086065756	0.47416861163190227	0.5113590422741046	0.00455530199508602
YSG_1445	2.3714517500860586	0.8916360305914344	0.5358883968848103	0.5200712076279527	0.4938900174443892	0.622708965040375	0.015592233552893232
YSG_1665	2.370442192082616	0.8926716125084976	0.8507704974063011	0.8412596914197816	0.760469820387309	1.0481090981351069	0.01456476278918526
YSG_1467	0.7501015965576593	0.898885104010877	0.7835448210144287	0.7867442145678241	0.7200012872559061	0.8088556465272729	0.005206964092511707
YSG_1339	0.7511111545611016	0.8999206859279402	0.5785204410959185	0.5883742965669316	0.3573117924959483	0.8915972218646969	0.0307475663737558
YSG_1036	0.7521207125645439	0.9009562678450034	0.44698740866188524	0.4489021698788578	0.3678529444733821	0.49565968827456247	0.012336461040967573
YSG_1035	0.7541398285714286	0.9030274316791298	0.34033157986853624	0.3342492554694524	0.3035700598890278	0.4504365168463303	0.014069982061271046
YSG_0943	0.755149386574871	0.904063013596193	0.47833271076563255	0.4718744505529012	0.43293077916075656	0.5504693303030975	0.01739408882486724
YSG_1003	0.7561589445783133	0.9050985955132562	0.3418827489996345	0.34618572762153055	0.23113249381330092	0.42128330307451045	0.013220157043436268
YSG_1910	0.7601971765920826	0.9092409231815092	0.2511747863090345	0.255065909798684	0.2157483676415754	0.29069292889871595	0.010237534020620487
YSG_1522	0.761206734595525	0.9102765050985724	0.2872383367015886	0.2857268952607164	0.2640752201479339	0.31759028515094556	0.007471883958220266
YSG_0805	0.9732139153184166	0.9123476689326988	0.5418445018069356	0.5406839767827328	0.4282654712789077	0.6457032701805283	0.018141569002399324
YSG_1002	0.9742234733218588	0.913383250849762	0.627253827733443	0.6366933564678967	0.46032161347903455	0.759456827490206	0.024838045668954548
YSG_0160a	0.9762425893287436	0.9154544146838886					
YSG_1579	0.977252147332186	0.9195967423521414	0.5565971707588204	0.5729028978924686	0.3693242397848577	0.6931941761424985	0.03156057151081785
YSG_0760b	0.9782617053356284	0.9206323242692046	0.4158655499730377	0.4204137310196807	0.3703459696111555	0.5309952665077051	0.020087577346513223
YSG_0929	0.7925030327022375	0.9216679061862678	0.5568644217008268	0.5568248707750885	0.4939306178874926	0.6651069624872379	0.012222934202041447
YSG_0534	0.9439367332185888	0.922703488103331	0.31027187223197367	0.3157927913975905	0.2752654329643553	0.3431350768485548	0.008631721671168272
YSG_0015gb	0.944946291222031	0.9237390700203942	0.2696280477619324	0.2673854143696719	0.2352370709347607	0.3053505396208436	0.012206592848323601
YSG_0594	0.9459558492254734	0.9247746519374574	0.41443690018313123	0.4180042068826926	0.36236358748596326	0.44959732967327537	0.00857802536611405
YSG_0200b	0.947974965232358	0.926845815771584	0.29642164279355543	0.29442884763367216	0.2588945863433742	0.34149475066887075	0.008429278912070199
YSG_1308	0.9489845232358004	0.9278813976886472	0.36419066040593484	0.3641308618362756	0.3477865976464102	0.40894856893868464	0.005503420925191589
YSG_1226	0.951003639242685	0.9299525615227736	0.5634857610683903	0.566044528035483	0.5212203132630944	0.6374019591719873	0.007464877215455301
YSG_1023	0.9520131972461274	0.9309881434398368	0.6101178564890746	0.609920566045463	0.5720304309743385	0.673999556131265	0.007480722479160786
YSG_0447	0.6380406581755594	0.9330593072739632	0.5744392008602137	0.5797361896541624	0.5334675288936955	0.6130501123802571	0.007800762600954882
YSG_0387	0.6390502161790017	0.936166053025153	0.35523803366179574	0.3559042257370668	0.31371434740291954	0.4156034891239394	0.017848252511594647
YSG_0280	0.6400597741824441	0.9372016349422162	0.4835679905610358	0.48371522619630364	0.45220081619117525	0.5340445924994985	0.008078547245170879
YSG_0319	1.6445699876075732	0.9382372168592794	0.5543134281669876	0.5602094449881676	0.4663095673462202	0.6046647326033103	0.008584095858217726
YSG_1875	1.3305974485370051	0.941343962610469	0.4490505657858315	0.4476667679122207	0.40057479077807473	0.49525977981286107	0.009802635512278165
YSG_0081c	1.3083871724612737	0.9465218721957852					
YSG_0504	1.309396730464716	0.9475574541128484	0.17171898450332568	0.18792420546804772	0.006580793523358967	0.35534780266399163	0.07757626456806849
YSG_0415	1.3114158464716008	0.950664199864038	0.46306578759004546	0.4812838026838408	0.3699420072204967	0.5264900888847799	0.020220293700495863
YSG_0438	1.3124254044750432	0.9516997817811012	0.5475834497502673	0.5462128142335505	0.4912855007457565	0.6194609769598276	0.010652240334260966
YSG_0100b	1.3134349624784851	0.9527353636981644	0.42664899784354626	0.4267502586022117	0.4080910712779324	0.4493972314377435	0.003760119093102601
YSG_1083b	1.3144445204819275	0.9537709456152276	0.5212202752985298	0.5226636575587658	0.44849794751189187	0.5947887520229729	0.013444679187208108
YSG_0542	1.3194923104991394	0.9589488552005438	0.46094146592934493	0.4684273940585701	0.3850766858699892	0.5274394581221518	0.01347065466457023
YSG_0901	1.3205018685025818	0.9599844371176072	0.48542898390812406	0.48058237403161785	0.4591285947785309	0.5544892051834839	0.007358755497785326
YSG_1850		0.9610200190346704	0.006101435854063772	0.006465557282930232	0.0	0.026061253903872	0.0063613307633218225
YSG_0787	1.3225209845094663	0.9620556009517336	0.3543920505012398	0.3557620185469506	0.3202533865960051	0.3877718382041887	0.010350880247926363
YSG_1734	1.294253360413081	0.9630911828687968	0.06350219101696215	0.06686377285675202	0.001885607529999428	0.11427867738683357	0.01842170502870147
YSG_1297	1.2952629184165232	0.96412676478586	0.06785957325304717	0.05439411551984913	0.0	0.19314661158063928	0.03838875921520941
YSG_0748	1.2962724764199656	0.9651623467029232	0.023276526269854162	0.02140090849125184	0.0	0.0655363696537521	0.012814653963030262
YSG_0009c	1.297282034423408	0.9661979286199864					
YSG_0270	0.2291696667814113	0.9672335105370496	0.056809860077943905	0.05146808794309792	0.0	0.1263212758966896	0.025563807076210518
YSG_0317	0.2261409927710843	0.969304674371176	0.0737688695073609	0.07495216376274319	0.0030549940407268395	0.14796705534692461	0.03157899147149548
YSG_0875	0.225131434767642	0.9703402562882392	0.34071744065272835	0.3344688191630146	0.29998626219519364	0.4222725586628143	0.013446236796681225
YSG_0163ba	0.2190740867469879	0.9755181658735554					
YSG_0876	0.2180645287435456	0.9765537477906188	0.5138497185227255	0.5154686317388069	0.44222722245708146	0.5616811119877962	0.011737727196133831
YSG_1140	0.2160454127366609	0.9786249116247452	0.4281788101297092	0.4299579215757065	0.3916115612409351	0.5225438155219518	0.012494672919040356
YSG_0025b	0.2150358547332186	0.9796604935418084	0.421986449498552	0.4237104154130896	0.37744091541340385	0.4516437148755938	0.006418538671523873
YSG_0963	0.2140262967297762	0.9806960754588716	0.5984477331989007	0.6030853086729955	0.5668343580460851	0.6399003617338206	0.009035148105592685
YSG_1110	0.2130167387263339	0.9817316573759348	0.3752278025562527	0.37429656853489884	0.3306167504251606	0.40974108003335336	0.010729705449054565
YSG_1655	0.8722581149741825	0.9858739850441876	0.7230948127915079	0.7240141414657134	0.6877670617834916	0.7464023671222069	0.003530606473543884
YSG_0153a	2.8328197576592085	0.987945148878314					
YSG_1818	2.831810199655766	0.9889807307953772	0.35872924074990875	0.3596063364990129	0.21705666909446283	0.3863677466860423	0.013720537465691391
YSG_1471	2.830800641652324	0.9900163127124404	0.39049134988383927	0.38887575788369766	0.34033149161206167	0.41690899106076595	0.008265487347569385
YSG_1430	2.828781525645439	0.99312305846363	0.6604469505790331	0.6769789820293702	0.5745709135795263	0.7630215524926354	0.014471283153259646
YSG_0172b	2.827771967641997	0.9941586403806932	0.2520075636012916	0.24530340406860904	0.21866674952515583	0.28398385053567865	0.013321517744680093
YSG_1122	2.826762409638554	0.9951942222977566	0.39450266976359627	0.3945204212437379	0.36465001943407366	0.4341921734643025	0.006970992316396104
YSG_1185	2.825752851635112	0.99622980421482	0.34666172198824474	0.3540346708656641	0.19730569176375012	0.39186729450992663	0.02243353416191354
YSG_0702	2.82474329363167	0.9972653861318832	0.478915297307992	0.4767381645548395	0.40847984410646343	0.5421411091521334	0.016046657180509523
YSG_0859	2.8237337356282275	0.9993365499660096	0.357225371957809	0.35765477484874086	0.3100103192697458	0.41731830366117206	0.011752559226639495
YSG_1377	2.8217146196213427	1.001407713800136	0.5289791376015035	0.5299342094924185	0.45832119994458176	0.6383583742189938	0.02028919770467131
YSG_0732	2.150358547332186	1.0055500414683889	0.5225007509744718	0.5117657564159593	0.4710296479354776	0.5778888250973873	0.009193525733776381
YSG_1465	2.1513681053356284	1.006585623385452	0.5550417444361735	0.5546103541992184	0.4947458128600355	0.6217481007959532	0.011058678984197065
YSG_1583	2.1523776633390708	1.0076212053025153	0.4800002590251489	0.5048467038454154	0.19090701586943612	0.5435451635874634	0.044096803041138805
YSG_1162	2.1543967793459555	1.0086567872195784	0.6115698392397888	0.6129058352598435	0.5634445063363925	0.6435958569247691	0.007025856639719873
YSG_0098a	0.1675866285714286	1.010727951053705					
YSG_1642	0.1665770705679862	1.0117635329707682	0.31133118829989187	0.31102658876654604	0.2731469026779275	0.3467056679244661	0.008246524995484112
YSG_0321b	0.1655675125645438	1.0127991148878317	0.25629536770884753	0.25455361228673684	0.25038173701677147	0.2862037718241172	0.0038943284555220557
YSG_1469	0.1625388385542168	1.0179770244731474	0.4695771835608067	0.46877754145288264	0.43381910186235184	0.5173618097046018	0.007303779600636888
YSG_1468	0.9277838051635112	1.0190126063902107	0.5435439847339645	0.543913822489616	0.5119675538695159	0.5866559812480943	0.007556334436313362
YSG_1548	0.9267742471600688	1.0200481883072738	0.3921192860254332	0.3912912594179349	0.35306077151484827	0.43840731353257645	0.011135212918339762
YSG_1037	0.9247551311531842	1.0221193521414005	0.4157365311034621	0.4180911392470483	0.3938789153939153	0.44316700545969545	0.005290939008308081
YSG_0734	0.9237455731497418	1.0231549340584636	0.43402241473905445	0.4298871090140859	0.40512926518794384	0.49601938618708896	0.009569036318303189
YSG_0662	0.9217264571428572	1.02522609789259	0.32484274259647916	0.3267263294422692	0.29736412725668804	0.35299863377422697	0.007018560140962608
YSG_0105b	0.9207168991394148	1.026261679809653	0.5475488379946438	0.54910000366026	0.49966724103485327	0.627259561982647	0.00970935980188964
YSG_1772	0.91869778313253	1.0283328436437795	0.40505012386061245	0.40498285003457957	0.3832180006822231	0.477614758301163	0.008865686723196726
YSG_0200a	1.0822461796901894	1.0314395893949695					
YSG_1070	1.0832557376936318	1.0324751713120326	0.3868309090525409	0.3946375638776829	0.33629804084738135	0.42224721414792393	0.013851061781493958
YSG_1071	1.084265295697074	1.033510753229096	0.3762907605147861	0.37749402710983126	0.2378974325648064	0.3998290548099334	0.013086408894227705
YSG_1031	1.0852748537005164	1.034546335146159	0.44930462074527655	0.45634313443704655	0.3598819890409416	0.5541959493279368	0.026568675104271702
YSG_0695	1.087293969707401	1.0366174989802854	0.31139687823043205	0.30928870295193994	0.28439360326123253	0.3409116456790838	0.007387351435248877
YSG_1863	1.0883035277108437	1.0376530808973488	0.4838114036801838	0.4891613262357344	0.43433908586100267	0.5889814600003264	0.014481258121179647
YSG_1234	1.089313085714286	1.038688662814412	0.4562149215381275	0.4588902216023725	0.410468037009876	0.4942961232986569	0.009462947823586018
YSG_0231b	2.753064675387264	1.043866572399728	0.5021403750577649	0.5033981007024739	0.3593911805954904	0.5420826792705357	0.013320960112540761
YSG_0071f	2.4088053962134253	1.0480089000679809	0.3836815781864036	0.38697097585670814	0.2431718582076017	0.4262658552556867	0.015894110849343692
YSG_1460	2.407795838209983	1.0490444819850442	0.32682374862651553	0.32712295846318507	0.305856274987932	0.35031895539277635	0.005796624394233939
YSG_1142	2.405776722203098	1.0511156458191706	0.38755816776257174	0.38508626904568816	0.3564872278096338	0.4301292297247372	0.008582796418106033
YSG_0171a	2.404767164199656	1.052151227736234					
YSG_1741	2.4037576061962134	1.053186809653297	0.3346669988896041	0.33203298267623715	0.3090960871534283	0.3917298974000276	0.008596764422749434
YSG_0243b	1.6788949597246128	1.0562935554044868	0.55908469977083	0.5568039678421592	0.5263266470248555	0.6035595086902807	0.0071648514210539685
YSG_1482	1.7202868378657488	1.0604358830727396	0.6083341253067998	0.6076918247051935	0.5758890354095868	0.7160927326395728	0.006898753324754092
YSG_0679	1.7223059538726335	1.062507046906866	0.41396417482246184	0.41414086480030765	0.3814551745736129	0.4434016701219403	0.005491660209553426
YSG_0055b	2.592544952839931	1.0645782107409925	0.6833795935818691	0.6811516577796162	0.6097879757986744	0.7846831543063368	0.014706653129168693
YSG_1455	1.682933191738382	1.0676849564921822	0.5150323247590688	0.5296044271063607	0.3955457685794215	0.5652604334947906	0.021085440643329144
YSG_1259	1.6839427497418245	1.0687205384092453	0.5326318507977101	0.5308323222596399	0.5096093767142507	0.633716083622643	0.006144259076563396
YSG_0049c	0.9429271752151464	1.0697561203263086					
YSG_1374	0.9398985012048192	1.0749340299116248	0.6680110657238362	0.6520844079347268	0.4104755852351784	0.8684080043926832	0.03124332713363862
YSG_0687	0.938888943201377	1.075969611828688	0.43108997861698223	0.4413946511034068	0.22052924138293964	0.4828115509123815	0.026876750226229137
YSG_0053c	0.9378793851979348	1.0770051937457512					
YSG_1757	0.9368698271944924	1.0780407756628143	0.34184258250296146	0.3419750908644603	0.3329233392422076	0.3689166819829465	0.004208817048050713
YSG_0019dbab	0.93586026919105	1.081147521414004	0.41488976466435357	0.41153720499744795	0.3738115253865568	0.45892107819778727	0.01070337484017407
YSG_0831	2.231123187607573	1.085289849082257	0.6607113312546704	0.6582041536081474	0.584404843767311	0.7298750397544096	0.011228160125475044
YSG_1181	2.2371805356282275	1.0863254309993202	0.4933575279801812	0.49399575336658097	0.4690785758557125	0.5313649725673948	0.006127123113782375
YSG_1180	2.2341518616179004	1.0894321767505095	0.3778778078115503	0.37792087145778425	0.3497060104513502	0.41789161178213774	0.00948832934701059
YSG_1245	2.233142303614458	1.0915033405846364	0.4171178087704749	0.4172664256560724	0.35920916675860004	0.5358712661475222	0.01163022039131456
YSG_0543	0.6794325363166954	1.0935745044187628	0.43858748317365825	0.4343202687063086	0.42080657184218084	0.48573883679699914	0.006648353544790231
YSG_0636	0.6774134203098107	1.0956456682528892	0.4353468070311932	0.43848202110004353	0.3379926277585867	0.49403892690565726	0.012926554346213013
YSG_0212b	0.6743847462994836	1.0977168320870156	0.32815310478607573	0.32772295632360093	0.29605064172258316	0.3766630764141745	0.009202822170807038
YSG_0150a	1.5819773913941482	1.1008235778382054					
YSG_0484	1.5799582753872634	1.1018591597552685	0.18559150493002421	0.18894091831202212	0.12975255286090742	0.22306192689480728	0.012566604442754734
YSG_0370	1.578948717383821	1.1028947416723318	0.4608781298830754	0.4713907154636333	0.23877739393136194	0.5959030416467584	0.03359711728300035
YSG_0025ca	1.5779391593803789	1.103930323589395					
YSG_0316	1.5769296013769365	1.1049659055064582	0.27027690296631024	0.25889114675747316	0.23690912731828398	0.38775526687996825	0.021036778558514536
YSG_0326	1.575920043373494	1.1060014874235211	0.28775497522281307	0.2786096992940934	0.22911020968511991	0.4283805940213302	0.0251827005386144
YSG_0346	1.5749104853700515	1.1070370693405849	0.3716405968368001	0.36292752662125494	0.3069246607642285	0.4352384789066998	0.01792563847493625
YSG_0866	1.5739009273666094	1.1080726512576478	0.3314790740651981	0.36268622003795253	0.19240591106586635	0.3972051224080588	0.040818554568775256
YSG_0545	1.5718818113597246	1.1101438150917742	0.5564631795202061	0.5447842435832171	0.5156395159275816	0.6675819486511245	0.01759214596895074
YSG_0608	1.5708722533562824	1.1111793970088375	0.6731338542079613	0.6781449353768493	0.5384022930341866	0.765729285585999	0.015137470339939212
YSG_0009fca	1.56986269535284	1.1122149789259008					
YSG_0059aa	1.566834021342513	1.1153217246770903					
YSG_0808	1.5658244633390703	1.11842847042828	0.6530412397921959	0.649872509289899	0.5398075833270004	0.7824010130578005	0.015658915778300902
YSG_0466	1.5648149053356284	1.1194640523453432	0.5131028108799635	0.5143947683413002	0.460187419647488	0.5556289510200234	0.007602139083113926
YSG_0668	1.563805347332186	1.1204996342624065	0.5794001502706071	0.5756803239167707	0.43913967175520363	0.6770583064212536	0.016441666746919784
YSG_0868	1.5627957893287436	1.1215352161794698	0.46678906249896485	0.474256524565662	0.37748059000594725	0.5581869616061891	0.020504554901931468
YSG_1621	1.5617862313253013	1.122570798096533	0.648608257661636	0.6421549686402208	0.5970644634188521	0.7331742210496333	0.011515270002912728
YSG_0183b	1.5587575573149743	1.1267131257647858	0.6403314247270837	0.6468046275952781	0.5687567521571529	0.7016131758477584	0.012064655398899001
YSG_0822	1.557747999311532	1.127748707681849	0.418844686116249	0.41685006192562035	0.3833926816806467	0.5220106636720983	0.009240809437598077
YSG_0525b	1.5335186072289158	1.1329266172671653	0.4483924188917314	0.44562715877415315	0.4281249900967977	0.4969508461583448	0.005927694037413493
YSG_0108a	1.534528165232358	1.1339621991842284					
YSG_0721	1.5355377232358003	1.1349977811012917	0.6070098007843241	0.6059538005053844	0.5815865525825834	0.6525853637877082	0.005390897441013291
YSG_1017	1.536547281239243	1.137068944935418	0.46467021952795295	0.46271875553483555	0.44017306307944304	0.503902213644165	0.005767931485171369
YSG_1715	1.282138664371773	1.1381045268524812	0.8389353344620234	0.844333126180981	0.7806858706235844	0.8906135724561235	0.005400219123135742
YSG_1436	1.5385663972461274	1.1391401087695443	0.5584242383231173	0.5580425657065708	0.5159744765075147	0.6517550902114514	0.00914727544152461
YSG_1716	1.130704963855422	1.1453536002719238	0.41623710036892947	0.41906307280500615	0.3418279476081803	0.4459532926151465	0.009747575471521108
YSG_0288a	0.7299104364888124	1.1494959279401766					
YSG_1870	0.7319295524956971	1.1515670917743033	0.3378513300624465	0.33821282377910095	0.2801663071385286	0.3749320001411127	0.00954793831386824
YSG_1848	0.7470729225473323	1.1526026736913664	0.3579578212117524	0.3624985114232131	0.276456646138787	0.4512304076238791	0.01685873067098095
YSG_1669	0.7480824805507745	1.1546738375254928	0.2801366748272169	0.27506051407385906	0.23324941877308486	0.3736887405426236	0.016762611409992724
YSG_1373	0.7490920385542169	1.155709419442556	0.36856674599219774	0.35689224830197236	0.31507723358861595	0.5542271625148159	0.024961277354505623
YSG_0086ba	2.369432634079174	1.1567450013596192					
YSG_1547	2.3684230760757314	1.1588161651937456	0.374549410530488	0.37443085340481697	0.34707310456530915	0.41990437092932875	0.006791561539459305
YSG_1466	2.3643848440619624	1.1629584928619987	0.32143880299269967	0.3115005384503997	0.2966281982166789	0.3755700277644706	0.013232995433848762
YSG_0242b	2.3623657280550776	1.1650296566961251	0.5006336472378301	0.4985530606828664	0.4484217117636453	0.5325919780181164	0.00811415171829077
YSG_1388	2.3613561700516352	1.1660652386131882	0.3216574542910959	0.31758123129589805	0.2960798093942915	0.3791658488854604	0.011294797562319226
YSG_1886	2.3593370540447505	1.169171984364378	0.8810700311007097	0.8754547420621859	0.7753640235170361	0.9749458481802109	0.009938301662244173
YSG_0084c	2.358327496041308	1.170207566281441					
YSG_0092b	1.9979152888123928	1.1836701312032631	0.30629871328893865	0.29686367305784167	0.25276550519222907	0.3605495015534697	0.01563042946786542
YSG_1748	2.00094396282272	1.1867768769544529	0.4246300173785532	0.42320578234892087	0.3858533661798602	0.471908744728074	0.006508617902585492
YSG_1684	1.9918579407917385	1.187812458871516	0.3829148443417311	0.3808911367517622	0.36481540055156214	0.4410348291751528	0.006206060629715052
YSG_0012eba	1.9898388247848535	1.1898836227056424					
YSG_1749	1.9888292667814116	1.1909192046227055	0.5339815055022568	0.5377946854970448	0.484194511555633	0.5850704574438074	0.009616585021458086
YSG_1634	2.6672522450946645	1.1929903684568322	0.4239651025025202	0.42351594151596916	0.40334755540558787	0.45621726266665436	0.005351433397658393
YSG_1730	1.7011052358003442	1.198168278042148	0.4037081229329511	0.40345414438091365	0.36644635379236623	0.45548829310347827	0.0047964791801833615
YSG_1775	1.700095677796902	1.1992038599592114	0.3566324256671398	0.3571442123311112	0.33898560342329376	0.395687534290701	0.003979531355614472
YSG_1629c	1.698076561790017	1.2012750237933378					
YSG_0201a	1.6960574457831326	1.2033461876274645					
YSG_1613	1.6910096557659209	1.207488515295717	0.3633128664834577	0.3604268045338988	0.3326964391717147	0.41233573163680043	0.011164945389757886
YSG_1446	1.6900000977624785	1.2085240972127804	0.33711000580596123	0.33679554841813053	0.3148342829515083	0.4050601030848485	0.006957120282981087
YSG_0867	1.6859618657487092	1.2116308429639702	0.338592331478934	0.3450723291693468	0.323165471083816	0.3722530415822797	0.006766966114993481
YSG_0347	0.0706690602409638	1.2137020067980966	0.5170189584257668	0.5179562854659713	0.48487257577674603	0.5661926745432209	0.00926176778554592
YSG_0440	0.0696595022375215	1.2147375887151597	0.38565814382904084	0.384524136961519	0.34185266181200397	0.4325099026372074	0.007664703591306887
YSG_0552	0.0656212702237521	1.216808752549286	0.30959995246407035	0.3101793695100214	0.29621280500569874	0.32571349190003623	0.0035083650256820093
YSG_0418	0.0646117122203098	1.2178443344663494	0.4367308299528261	0.4299242190150384	0.36314281238501	0.645730348399332	0.01805286884979947
YSG_0099a	0.0615830382099827	1.219915498300476					
YSG_0103b	0.0605734802065404	1.2209510802175392	0.39633648529942017	0.3950691403180781	0.3682340275021688	0.43541137513656725	0.0061262215598651875
YSG_0324	0.0585543641996557	1.2230222440516656	0.5139929869327742	0.51336452561105	0.4453506941625578	0.6020165652456653	0.009324542094568625
YSG_0380	0.0575448061962134	1.225093407885792	0.45643805512555324	0.4558637627254296	0.43727347156280866	0.47354777992602437	0.0036740610387894935
YSG_0693	0.0555256901893287	1.2261289898028551	0.5083410162398184	0.5108509506536216	0.44949962170766633	0.5562667130544252	0.012806455956034059
YSG_0524	0.0524970161790017	1.2271645717199184	0.3591732573462212	0.35418100041948924	0.3190207153263219	0.42357036243477897	0.013727953905685639
YSG_1619	0.050477900172117	1.2292357355540449	0.21434579867650622	0.2157965172071382	0.13259807973748675	0.2991327909824142	0.02507166720522919
YSG_0159b	0.04744922616179	1.2323424813052346	0.30826225424063824	0.3279643120397956	0.08738264437410738	0.3709562099016474	0.034902939822384155
YSG_1254	0.0464396681583476	1.2333780632222977	0.4349861243731883	0.44404851056431077	0.17127993882974216	0.5332451670905625	0.03578689055410788
YSG_1450	0.0434109941480206	1.235449227056424	0.3258989445214798	0.359422763398932	0.07325115283593611	0.4395304470364824	0.052649974448103695
YSG_1315	0.7894743586919105	1.239591554724677	0.43892373043499466	0.4424806710370328	0.301417121566746	0.5330538713226062	0.022483595103527675
YSG_1352	0.7884648006884682	1.2406271366417403	0.21197230277715665	0.22603031487552855	0.025927812048359894	0.33789507665121743	0.05627105634758696
YSG_1156	1.7748029700516352	1.2426983004758667	0.48707754186194196	0.48487899337408413	0.4673468952433119	0.523184351308452	0.004587641501154786
