	osa_location	osbp_location	A_pS_mean	A_pS_std	A_pS_min	A_pS_max	Bp_pS_mean	Bp_pS_std	Bp_pS_min	Bp_pS_max	C_pS_mean	C_pS_std	C_pS_min	C_pS_max	A-Bp_pS_mean	A-Bp_pS_std	A-Bp_pS_min	A-Bp_pS_max	A-C_pS_mean	A-C_pS_std	A-C_pS_min	A-C_pS_max	Bp-C_pS_mean	Bp-C_pS_std	Bp-C_pS_min	Bp-C_pS_max	A_pN_mean	A_pN_std	A_pN_min	A_pN_max	Bp_pN_mean	Bp_pN_std	Bp_pN_min	Bp_pN_max	C_pN_mean	C_pN_std	C_pN_min	C_pN_max	A-Bp_pN_mean	A-Bp_pN_std	A-Bp_pN_min	A-Bp_pN_max	A-C_pN_mean	A-C_pN_std	A-C_pN_min	A-C_pN_max	Bp-C_pN_mean	Bp-C_pN_std	Bp-C_pN_min	Bp-C_pN_max
YSG_0349	1.350788608605852	2.290707200543848	0.001072071341546349	0.0018776765892308497	0.0	0.0043699927166788	0.06102440575194361	0.027012592073171554	0.0	0.14175017895490322					0.3348346138127672	0.009897809820114	0.3133844765342959	0.3718624109079639	0.2845879151632423	0.0016054301745474708	0.2839258398090924	0.2885679903730443	0.39526045974881324	0.01240814357170492	0.3684727891156461	0.4223638838475496	6.961081752104278e-05	0.0003151763812168278	0.0	0.0014966325767024203	0.0160938873016456	0.007359292665729992	0.0	0.037728754073702686					0.11155274097929213	0.0043391237819099945	0.10486372218367246	0.12558990000151735	0.08927595852092077	0.0002214347347941331	0.08915019598031859	0.09069067796610172	0.149741967616905	0.0032746838738148655	0.14406002929176037	0.15505143963058532
YSG_0350	0.4623775655765921	0.2309347675050985	0.001271808999081726	0.0032656411130186336	0.0	0.0159090909090909	0.012980069865958377	0.014164217028910594	0.0	0.08194733194733195					0.3197418905222701	0.005952145211477528	0.3045197740112995	0.3524915062287657									6.57948844477341e-05	0.00030507832866175647	0.0	0.0014803849000740187	0.002972566940434899	0.00294013513338156	0.0	0.014625092798812165					0.09086765504341439	0.0021367382659535734	0.08597661647189368	0.1001991478325305								
YSG_0351	1.164020377969019	2.716331368456832	0.002568794178533636	0.0031059141156521133	0.0	0.017937219730941714	0.024690807417509484	0.014579042589092418	0.0	0.08774583963691385					0.35139889880555475	0.010018249996218821	0.3274953432374723	0.3800981873111785	0.40429639654904137	0.001775589726429673	0.3953673888557613	0.40719774785056717	0.4986686933825051	0.011356920929385473	0.4816776665956998	0.519185142052615	0.001978376417567973	0.001813263654097006	0.0	0.00794438927507448	0.006434084962440485	0.0036101484304826314	0.0	0.018728437654016758					0.09213747780683561	0.0032652458178280453	0.0850788938369344	0.09989498949894993	0.12904997291632664	0.001605757425269227	0.12749538518555475	0.13286713286713286	0.16592207556351463	0.0020216900837998937	0.16015096929147368	0.17035963540673504
YSG_0352	1.1650299359724614	2.7152957865397687	0.02671357636054976	0.024011348968782254	0.0	0.13071170818660038	0.01934971336953293	0.011614309406333921	0.0	0.057667608528127336					0.3248554516299812	0.007697191013021301	0.29935198356250975	0.3539128335904455	0.2277382110011646	0.0187046049271407	0.15582761488875008	0.24720699286231487	0.3419591126107461	0.0066624720461193835	0.3219276225840775	0.3511995388420002	0.009490192688485692	0.006289256276018496	0.0	0.030027137496649703	0.004326828167459018	0.0025665365916664124	0.0	0.015077881619937701					0.10457062385151128	0.003090862080145897	0.0963909454927103	0.11580462963568257	0.05997719189137991	0.005449640310534275	0.043920723969812336	0.06872329855936413	0.09897808919466597	0.0012956357146410775	0.0967014442907965	0.10493513624819821
YSG_0353	1.1781541900172117	2.7007976397008835	0.0016940133037694034	0.00382239004170765	0.0	0.014545454545454549	0.05672189160996788	0.033491794393205286	0.0	0.1577060931899642					0.36709913783416365	0.014471988994009545	0.3195195195195196	0.40031731451713914									0.00010685758555285441	0.00047187032117799066	0.0	0.0021905805038335167	0.007113477753292493	0.0043614329978133035	0.0	0.020890599230346356					0.06375886981895934	0.004239474018816136	0.05418268350723046	0.07196726572528882								
YSG_0354		2.1146582746431	0.00030727706841067204	0.0009225230111119193	0.0	0.003076923076923076	0.04308161068164675	0.029749895178552525	0.0	0.12253374870197298					0.2764491532676656	0.027113376893733564	0.23611111111111105	0.32592592592592584									0.0004478253239168989	0.0013444842090196251	0.0	0.004484304932735427	0.00505939870777264	0.004673687444864393	0.0	0.013714967203339302					0.037441425614084194	0.004675239538520976	0.033452807646356025	0.05093682327464458								
YSG_0355	2.39366202616179	2.428439595513256	0.10839971571966035	0.12471340609312143	0.0	0.2650957290132548	0.029534668168237563	0.026945708384954505	0.0	0.10434782608695656					0.19016354599773008	0.11439030705815174	0.0	0.31185567010309273	0.2645804801561615	0.03732160173445721	0.2401500938086304	0.3221288515406163	0.31281957212277656	0.017896614445137436	0.26515151515151514	0.36450924608819346	0.06333264219183289	0.07141906453036179	0.0	0.1536169508359543	0.015008737398994325	0.011622925197661775	0.0	0.05640423031727379					0.10522076884555535	0.059650129301513644	0.0	0.16548759738515267	0.10808856101459534	0.032214886947760826	0.08679413072476656	0.1627267729521715	0.16016784293429945	0.005006182260624111	0.1453771707049214	0.17398753894080995
YSG_0356	1.5749104853700515	1.1070370693405849	0.0	0.0	0.0	0.0	0.05659173506348106	0.05046019468239636	0.0	0.32788888888888895					0.28944183111793265	0.03683867717423282	0.0	0.33020972780008934									0.0006648975562287871	0.0014443763734218887	0.0	0.007159904534606207	0.01525292985541736	0.020703502916163748	0.0	0.13957476258218315					0.1288351486342848	0.0162194971875494	0.0	0.1431829541522341								
YSG_0357	0.6511649122203098	0.2920341006118286	0.0006167129201356765	0.0029253262351234535	0.0	0.014492753623188404	0.06246234739795978	0.06050414358152408	0.0	0.20588235294117652					0.2802421079809983	0.04200126731536582	0.24700239808153474	0.40064882400648816									0.00038861362090741283	0.0018433562577490083	0.0	0.009132420091324202	0.010585363664815831	0.009676430818335965	0.0	0.03957382039573821					0.0652457200513891	0.007842850889237257	0.05873379099923723	0.0945330296127563								
YSG_0359	2.5440861686746987	2.041131958531611	0.0023147149881148966	0.0029173075528879074	0.0	0.019292604501607725	0.043912650001815885	0.017597861005009086	0.0	0.09810048107920448					0.3549521994319151	0.006959076722667316	0.33172153972153984	0.3786615186615186	0.35451548953885836	0.0022975027922660565	0.3480913026367571	0.3661776061776061	0.46487934982717877	0.006959408558909515	0.44939392996754507	0.47895803920281066	0.001613011346005707	0.001518981606514652	0.0	0.010123930877989205	0.010014774007879817	0.004840674188433973	0.0	0.026646337844254592					0.09302215904779061	0.0023215152042097213	0.08770804729214363	0.10254316443383323	0.09237060940562458	0.0010171534642061221	0.09118560322748831	0.09646847565842005	0.10619011070112927	0.0026639961812025006	0.10066620241411357	0.11156144455579765
YSG_0360	1.7556213679862307	1.975890297756628	0.03254275980259139	0.015937536533150897	0.0	0.07682775712515479	0.05640115391994315	0.020074537635217226	0.0	0.10367601246105901					0.21736992106067493	0.014069493290904227	0.18150968358166425	0.269675049858159	0.3327260870701051	0.007085017404823921	0.3147834297750765	0.3488558675631387	0.3671067996537019	0.008799508523160535	0.3464120755824777	0.3929736563086202	0.006087648555657273	0.003365489419748162	0.0	0.017104216388225964	0.00972286663991968	0.004438924143644005	0.0	0.021886992192669093					0.04278140386594379	0.0035791242381415923	0.03174089068825916	0.05304486804662231	0.06160095334240618	0.0013408197881019344	0.059074662430500496	0.06455355916218322	0.08007870198593076	0.0028244507702682342	0.07373085879502096	0.08557620466260006
YSG_0362b	1.1741159580034424	2.7049399673691368	0.001382243487506649	0.0036175992850323285	0.0	0.02105263157894738	0.0360234030542096	0.022553529731472222	0.0	0.08896797153024913					0.4271804685807183	0.007989038417926786	0.39988242210464436	0.4540270429159318									0.00016400164001640033	0.0007604443210738612	0.0	0.0036900369003690053	0.007792702855955017	0.005543994178665653	0.0	0.020833333333333343					0.08950236030874043	0.002099150076693675	0.08494208494208498	0.09496932515337426								
YSG_0363	1.6223597115318418	1.8640474507138	0.0	0.0	0.0	0.0	0.03031620222344268	0.03892588195649335	0.0	0.15533980582524268					0.3148181968151861	0.011682965640935223	0.2940360610263522	0.3423814694172999	0.3601092896174865	2.220446049250313e-16	0.3601092896174863	0.3601092896174863	0.48675601777633154	0.020600626745810424	0.42389610389610377	0.4988328664799251	0.00025252525252525263	0.0012110685664931404	0.0	0.0060606060606060615	0.006863706869247151	0.011496872567067032	0.0	0.04457953394123608					0.07079915557273526	0.006245287787398421	0.06774519716885744	0.09266993394417217	0.10107635385132864	0.0	0.10107635385132864	0.10107635385132864	0.11388559245418722	0.004081892277313951	0.11076146076146082	0.12656462466441198
YSG_0364	1.5426046292598967	0.3365641230455472	0.0006635942370844093	0.0020090971830700613	0.0	0.012838801711840214	0.06382363401539812	0.051398842738541464	0.0	0.39466264750154023					0.3681131446298355	0.040190561057542866	0.0	0.4041003254013952	0.33764623086738904	0.0016470211746030781	0.3320784077504203	0.34651955896591075	0.42720395759695046	0.012582302576009854	0.3320784077504203	0.445895655729394	0.0005855551396937103	0.0007510003741864021	0.0	0.002644336712208024	0.014748768291358304	0.013344801944249507	0.0	0.09978456315882134					0.09284624457199063	0.010009379348029854	0.0	0.09985427246632811	0.08928919859969092	0.0006094317078266542	0.08896046218493753	0.09075480698664316	0.0886774127055431	0.0017207407373964001	0.08386270725368918	0.09263343625937363
YSG_0366	2.627879482960413	2.3455930421481983	0.013592866883578348	0.028141884110165685	0.0	0.08229630599947596	0.003988255803036023	0.003498730646112795	0.0	0.014691478942213499					0.2820229990727705	0.0220153286102372	0.20680714916151785	0.29852637264928195	0.02437499434344136	0.008889319452459701	0.02068965517241378	0.05300029614274076	0.2591400332664029	0.0034837549255100284	0.25577980439202047	0.26345744675727695	0.007297333639789252	0.015613819693120475	0.0	0.04388284846703886	0.0008853542063982532	0.0008938354541676712	0.0	0.004672897196261679					0.09595601380586152	0.011506760007352337	0.05702654003333728	0.10366658960337273	0.02059582164331514	0.0017525953113674863	0.01938895417156285	0.026102932875753517	0.08174143201311339	0.000775268929190796	0.08085014315267834	0.08420928187429477
YSG_0367	2.085746835111876	2.044238704282801	0.004455794857516551	0.0047285822564157275	0.0	0.02033898305084744	0.061203766387736704	0.0220924976606511	0.0	0.13923444976076538					0.33655482833376693	0.013053090899110447	0.3048027299134209	0.3711930866453476									0.0009193087400511919	0.0009815027505469497	0.0	0.0032948929159802307	0.014638895327990117	0.006052339311456301	0.0	0.03772407533469479					0.10955345062244493	0.0038399879229993605	0.10139660744987618	0.11888453301097324								
YSG_0368	2.0918041831325302	0.6700215003399048	0.02237850433163031	0.03422997316948401	0.0	0.1703682491903138	0.04052372860134015	0.019397526519534216	0.0	0.10727916701216567					0.22404196288394165	0.014624059322425168	0.14091410651025044	0.2722278998467044	0.26370865626666457	0.007402465821205664	0.2321343952759355	0.2704405058068405	0.295108169040218	0.008943840914984161	0.27866749739774777	0.3139968663732004	0.0035342278279437405	0.0053322325096797985	0.0	0.027577467577467568	0.007373096071469994	0.0037203315920007556	0.0	0.024962395849177803					0.03665481723518641	0.0028093874237594568	0.022162544637500062	0.04979237891215357	0.03716000079841056	0.0012721471091559622	0.032594311428041915	0.03900717655921652	0.04849381834479679	0.002343313914675331	0.04504533211292876	0.055994663490396175
YSG_0369	0.856105186919105	2.2296078674371174	0.004698964091290156	0.011145944379819517	0.0	0.07154585972319948	0.03018704509837423	0.0198312358926717	0.0	0.13321801158616775					0.34553508947689415	0.0044545681627415545	0.3331170651607989	0.3847061399241018	0.38848175139711905	0.0072675109105810355	0.36309273534220904	0.41979987053619505	0.39254686509738457	0.007977558168492285	0.3778718386084607	0.4294726153039825	0.002984713468697335	0.007480860528757335	0.0	0.042854674269915384	0.00867385197548711	0.005915748863640344	0.0	0.04454376163873379					0.0854458075079573	0.003250243957304102	0.08123680205343542	0.11103640716328823	0.07185291203695096	0.0037627219478271264	0.0635965888023731	0.09372005885573516	0.0981699947704974	0.003577125440326075	0.09316971590063973	0.11904494287422242
YSG_0370b	2.007001310843373	0.0983802821210061	0.0007236648258979818	0.0015838550675826625	0.0	0.008832188420019635	0.0470740486174808	0.017966643717239755	0.0	0.10029498525073756					0.35581903828992795	0.007179441876175874	0.3432437610013296	0.37412128149811447	0.29227958011945465	0.0008671352066230652	0.29180565925968555	0.29503295959304865	0.4269975188795073	0.005859044687729119	0.4165279999094864	0.43917028072437475	0.00027500906773657	0.000482235251697681	0.0	0.002104893878266974	0.00504858297236461	0.0019827513440181114	0.0	0.010155839607774489					0.05624905933893997	0.0011022815302782743	0.05288691058554902	0.060659792164762256	0.04181839163898886	0.00029589457975277963	0.04164431517489947	0.04284535693080427	0.07019060030562765	0.0010595223709911267	0.06798863771782682	0.07282610554186417
YSG_0371	1.6011589934595525	0.4059481114887831	0.056742955927831545	0.11555925195002487	0.0	0.45647451963241453	0.015289265423045815	0.01600243999327396	0.0	0.0632530120481928					0.3119560272755088	0.0795878166576453	0.0	0.4638554216867472									0.022783683926455967	0.0538838053422958	0.0	0.2318759112547649	0.000892197950837209	0.0016893333342970311	0.0	0.009164969450101833					0.07800321000402993	0.03360165810166021	0.0	0.23606342740762296								
YSG_0372	0.5017503277108434	0.5737123820530251	0.0	0.0	0.0	0.0	0.02163602611676432	0.014478939675304631	0.0	0.06422924901185773					0.32643779108725884	0.008883102684312248	0.30431917787517	0.3487998647734956									0.0	0.0	0.0	0.0	0.01086602532401493	0.006453411792299676	0.0	0.030203545633617858					0.0981925657091245	0.0027950813995471476	0.09303656869446345	0.10772639832468894								
YSG_0373	2.543076610671257	2.040096376614548	0.0016890976688399507	0.0012104419712999435	0.0	0.005574614065180075	0.05488646187927417	0.029128967093821123	0.0	0.13029938423382792					0.41995743093538374	0.00644227725546261	0.40765126987433986	0.4346351600204978	0.46939364950687595	0.0007939836268543922	0.4677873054077053	0.4709646166335777	0.5091072682004357	0.005003239247141387	0.49548846593256834	0.5208739663836274	0.0007687525569986744	0.0004354517189779717	0.0	0.0021321961620469117	0.02091315987333607	0.013459871052250046	0.0	0.049138288171171336					0.15244201924856973	0.002665174611237341	0.14793525607589086	0.15856544183924606	0.17502922077620203	0.0002988787885849957	0.17447829513194457	0.17587437688650087	0.19325652668976295	0.005876884596190549	0.1862858052935204	0.20428156233435812
YSG_0374	1.1155615938037866	1.3804306954452752	0.141273894617548	0.17869281016647073	0.0	0.37133699633699646	0.05745086984667996	0.027924933163767388	0.0	0.11656572853580335					0.373095119055805	0.07744178231204707	0.3084860345134319	0.5357582286435479	0.3085497680566491	0.12181126120754557	0.05787917194761304	0.37795825441466285	0.48711289613403924	0.016165188256245362	0.4454369061956378	0.5109189477694013	0.04897065017201221	0.06254274692491987	0.0	0.13195456754130222	0.016963633864903294	0.009237351947085295	0.0	0.04115368058544983					0.1112198621478279	0.02015269027366958	0.09112518382904647	0.15111988191503012	0.12037052511221344	0.03792340383368443	0.04965144401764121	0.14489388432718625	0.15775327715102858	0.002725424353463785	0.14809076491399292	0.16295025728987989
YSG_0375	1.179163748020654	2.6997620577838206	0.0015961262553801981	0.0034675291358987215	0.0	0.018382352941176478	0.08994817038603627	0.05588114692091898	0.0	0.2368421052631579					0.28084042996913877	0.020011387933134398	0.22707106558038243	0.33082788671023966									0.00017421602787456462	0.0004332594308199818	0.0	0.00242130750605327	0.010909260661611637	0.006607663765180488	0.0	0.025240384615384637					0.03642113734300654	0.003449791499330905	0.029593068367962758	0.042194092827004245								
YSG_0376	1.7636978320137695	0.2247212760027192	0.0399452869281362	0.048144627811331636	0.0	0.18590251024680315	0.036153496707013816	0.013917393246410798	0.0	0.07310215096123558					0.3363709992619223	0.011492094636577736	0.3156775469831854	0.3807334148110274	0.25634154098555717	0.03472389175324343	0.14948972740701003	0.27781335300627125	0.4183558318458423	0.006848590115819327	0.3996613954640345	0.4312429126267097	0.007937228608075518	0.010002887114757344	0.0	0.03682275097823996	0.007619845895956847	0.0033108794684338612	0.0	0.01669100155106458					0.08581746180490121	0.002440768994276912	0.07836253731761848	0.09249542360924505	0.049656092233100066	0.008093317782523589	0.023858012266451935	0.05431244299674268	0.09685960608224255	0.0019500058838286213	0.09169425385074005	0.10094086167104074
YSG_0377	1.578948717383821	1.1028947416723318	0.05717133350950042	0.10544228633857398	0.0	0.38263801095659494	0.08221750584172959	0.05348953132442583	0.0	0.1780986762936222					0.33043233812184913	0.06547602310260973	0.03220035778175314	0.41115735767991407									0.01504075561063275	0.03314456047413183	0.0	0.1149918300653595	0.03212015979070169	0.025675954098083556	0.0	0.0690112806901128					0.09342501875979319	0.018588789797212187	0.007321537522879804	0.11301859799713876								
YSG_0379	1.7596596	0.2288636036709721	0.014044452062633122	0.029440573948810375	0.0	0.08431623931623942	0.015905612239115928	0.030092634165625413	0.0	0.1623791278963694					0.324197903712149	0.01272377026555759	0.2775721415023113	0.36841582190419453	0.328165894974793	0.02230218986854637	0.2583843686205893	0.3375529910504007	0.4254518180061993	0.013159816969901822	0.34497904927033696	0.4359807942382719	0.004312163911099398	0.008740826784432804	0.0	0.024774774774774744	0.005178313250909831	0.007344692706035749	0.0	0.03969104665825974					0.1032221410043493	0.0026168535513021018	0.0950927000565425	0.11482493335989441	0.05437822676787616	0.0049151181967357115	0.03938250096786679	0.057717996289424804	0.11114712816261875	0.0027208403245237932	0.09731394664130084	0.11913188602928006
YSG_0380	1.4759738010327024	0.6783061556764106	0.002625637478887592	0.002482815386555812	0.0	0.010297482837528602	0.06769786581451505	0.03123272599250095	0.0	0.21462301028864464					0.37381417836543246	0.007505923892090146	0.3560779018768431	0.4145594047895833									0.001666207307486753	0.001027010777461794	0.0	0.0036659877800407368	0.01667198911067981	0.010423939277721197	0.0	0.07288405343352121					0.08306989921980704	0.005959929781770675	0.06983482656305881	0.11549622797007736								
YSG_0381	1.2791099903614458	0.3303506315431679	0.0012617917442768755	0.0017702241017432286	0.0	0.003745318352059926	0.020938800012717865	0.019128136168001516	0.0	0.0702676864244742					0.22213703478891722	0.007911562602910212	0.20600650965788775	0.2393509766855704									0.000838055710751055	0.0011757458586205013	0.0	0.002487562189054728	0.007315750752561648	0.005666314038376326	0.0	0.025478690549722065					0.08597398381029367	0.00480797869445822	0.07750933440234191	0.09876084262701365								
YSG_0382	0.0575448061962134	1.225093407885792	0.0026384073480882186	0.0017101799357573564	0.0	0.006701570680628253	0.025658859675495176	0.010966596851781299	0.0	0.05861269238878329					0.3419094308298811	0.003665076565988338	0.33134721075064166	0.3511137986227734									0.0008464332085525694	0.0005479570434053167	0.0	0.0028226841159866584	0.004145108575959853	0.0018848644095751357	0.0	0.01089554787211339					0.0688727278818931	0.0010090333600269634	0.06658202968718123	0.07190648231459351								
YSG_0383	1.1771446320137695	2.701833221617947	0.00115729973955243	0.0029365305770041815	0.0	0.010152284263959399	0.07709535277802511	0.04179573089552575	0.0	0.2333959899749375					0.2941584685893175	0.015057961061678319	0.27175572519083985	0.3739433811802234									7.768197001475949e-05	0.00034740433115820475	0.0	0.0016313213703099498	0.008400755160133803	0.01403441548227677	0.0	0.11289198606271778					0.04543334563037411	0.0086237149803998	0.03921499062790105	0.12329725207205793								
YSG_0384	0.6390502161790017	0.936166053025153	0.0001314406445143803	0.0006303673256815529	0.0	0.0031645569620253186	0.04094038101737794	0.025072367036677545	0.0	0.10191082802547781					0.28295645614518583	0.017637553788652605	0.25636942675159247	0.3190745001304525									0.00035014034372154974	0.0009643245831760456	0.0	0.00630252100840336	0.012405716557643796	0.006633020660461875	0.0	0.028242677824267787					0.09568884486238136	0.005828256346557576	0.08485165794066316	0.10792750297467278								
YSG_0385	2.58749716282272	0.8367501889870836	0.0018702755164077085	0.0018845546643101961	0.0	0.007346938775510222	0.0507428502628592	0.018586609347239536	0.0	0.12406066500954663					0.2973009159061043	0.008447801035830833	0.2758698321735576	0.33506796606427647									0.0007401134224868743	0.0005858076148117183	0.0	0.0028789405498776477	0.009857101088063654	0.006716961769866264	0.0	0.05034962720223768					0.07599196934535299	0.0039785071291454435	0.07175922350093981	0.10717849386629122								
YSG_0386	1.2801195483648882	0.3313862134602311	0.01514146607754955	0.035518410595527995	0.0	0.17356585050789766	0.06530186562188221	0.036419421839379	0.0	0.13187668172519407					0.36219904956464566	0.0166030886257739	0.34281717095608427	0.4494590084008402									0.008392774564779418	0.024575579208618754	0.0	0.0934884602097334	0.018821376357859427	0.01389813203457706	0.0	0.038298958233094794					0.11039212525182246	0.011066732849387305	0.1030275200160035	0.1679495515208886								
YSG_0387	0.7097192764199656	3.000080813732155	0.17493770340625872	0.15958990555448302	0.0	0.40922644163150557	0.06169828564656665	0.025322519603193063	0.0	0.11069182389937124					0.28493483694124	0.11853284027302022	0.042821158690176386	0.4172418387741513	0.22743937608682444	0.11383096814162999	0.00768245838668375	0.40136613326964476	0.3830987946633724	0.010531642233405034	0.35500801060714915	0.40938517179023576	0.035704083333641966	0.03142039220159886	0.0	0.0810232816805277	0.00594636720236498	0.003961111084078408	0.0	0.015517241379310327					0.05228164273704004	0.026137227241432182	0.0008628127696289856	0.08881174460776697	0.05768515372072791	0.02239673782474736	0.0	0.0779425393883224	0.08096471655958913	0.0025473292579817064	0.07346517626827159	0.08557390281994132
YSG_0389	0.8379331428571429	1.8992572358939497	0.0023787498348090434	0.008336698190089104	0.0	0.05590062111801242	0.03663393400570008	0.02910856497686388	0.0	0.10304942166140903					0.3204232140221465	0.011835009074250684	0.29221318279926944	0.3703416149068323	0.32615989798492756	0.0038533981946894226	0.32534753031647445	0.34443817052512704	0.4184275646600572	0.010382402653337714	0.39310846881824796	0.4356755509403484	0.0	0.0	0.0	0.0	0.010572849302621552	0.009474131980472509	0.0	0.027607361963190188					0.09342173117771625	0.0020702307692806155	0.08894903864103039	0.09693251533742331	0.08340023819074897	3.0502214937285025e-05	0.08325555348142613	0.08340666862227433	0.10799545022410464	0.0032369849629065597	0.10440688674774914	0.11502374169040835
YSG_0390	1.9191697645438897	0.5063995574439157	0.003809523809523811	0.006023386019368301	0.0	0.013333333333333336	0.00243046507742397	0.004569866097313096	0.0	0.027522935779816522					0.15215118046449957	0.006326163960568996	0.13544018058690746	0.1760722347629797									0.0	0.0	0.0	0.0	0.0013505507715840157	0.0028358148407874083	0.0	0.014705882352941181					0.026791509173421452	0.0009573226864553861	0.02361623616236163	0.030996309963099645								
YSG_0392	2.5228854506024097	0.7145515227736233	0.10740963185000643	0.09477046248458137	0.0	0.3034263802416192	0.08838659006408188	0.04126714663037502	0.0	0.22322915359189963					0.2556645748948998	0.0539013791693555	0.013689700130378072	0.3168842471714531	0.2222140450222671	0.04204911633552317	0.06788499025341119	0.27143640350877163	0.26280191807149783	0.02007961341176018	0.14589140836280398	0.30019846233385	0.035737194615102004	0.032633853864846976	0.0	0.09605942207642981	0.0194720149561755	0.008720748818390007	0.0	0.04169505640093882					0.07984279726231243	0.023087901923591902	0.005361397934868955	0.10126970983196777	0.06437351088537865	0.014732832817227549	0.015294166614638643	0.07517367175068897	0.0665995826070864	0.004215375673273492	0.047612201525190745	0.07285451955757757
YSG_0393b	0.6814516523235801	2.189220172671652	0.046940181243938596	0.029501986553415394	0.0	0.15338356374819173	0.035079788379965504	0.03742229348560361	0.0	0.13418939606960978					0.19407059413194586	0.024906433608206806	0.08701019769663969	0.24663450517848595									0.011843204305733993	0.0066075703212023105	0.0	0.03309368813309787	0.009264852604128513	0.008114351256664817	0.0	0.031668735819170374					0.03753477758360908	0.005925262394315908	0.01639582286256772	0.05212997036412268								
YSG_0394	1.6425508716006885	1.9644988966689327	0.000595290741585231	0.0012352454037090725	0.0	0.005154639175257727	0.030424417022401323	0.014569867503927953	0.0	0.09082508250825073					0.2623297203188517	0.005955946296963178	0.2465631343554535	0.28159742069736216	0.28383331155930125	0.0010027016661430502	0.2824931354912011	0.28798728708347815	0.2993473590148137	0.005934004256655526	0.28897658042566654	0.30861040068201184	0.000395236310470489	0.0005949201151444144	0.0	0.0025178346621905177	0.008906177860111053	0.004376629839566104	0.0	0.02677146228051915					0.0657733009636991	0.003010263533481069	0.060475847762584134	0.07357406688370521	0.07767588798198131	0.000504993435336231	0.07617430926795478	0.07903823807402482	0.08535675739994404	0.001797741946154713	0.08252249658051973	0.0902826553275499
YSG_0395	0.4603584495697074	2.3259169857239974	0.0015325670498084316	0.0035043240931239093	0.0	0.020689655172413803	0.027833436259630848	0.021219769215922443	0.0	0.10958904109589046					0.2857490467277275	0.006555675933646072	0.2693057946069995	0.3138267355134826									0.0002525252525252524	0.0007653791555714093	0.0	0.004545454545454547	0.004010839872193583	0.003360530579206575	0.0	0.01708428246013668					0.05265452744170071	0.0026056548799161406	0.04722257881127475	0.06293314138404367								
YSG_0396	2.658166223063684		0.002085630053134362	0.005394917480530927	0.0	0.016042780748663093	0.01927273666404079	0.013985149182865137	0.0	0.043243243243243225					0.2596280833477359	0.007909413961536606	0.24598930481283413	0.2849462365591397									0.00023633212541358144	0.0010830098538574919	0.0	0.005199306759098789	0.005522101586569349	0.004559211512003163	0.0	0.012068965517241384					0.04208691724826695	0.0022968387423089286	0.03972366148531952	0.05017301038062285								
YSG_0397	1.6213501535283994	1.8650830326308636	0.0009429278624468253	0.0025282767414450953	0.0	0.007722007722007725	0.04090455699809996	0.02192205074428913	0.0	0.10200878844946645					0.31825328073945913	0.015565136488981682	0.2921119592875318	0.37109243697478983	0.2714520765024721	0.002002451799820649	0.26378326996197726	0.27197494967568786	0.4164314798192071	0.013018928832682714	0.38158094865610687	0.45617250015270927	0.0001367403787086945	0.0003666425957638696	0.0	0.0011198208286674134	0.025835447496321558	0.0119648492929583	0.0	0.060819702951682666					0.1652796025926164	0.00482690108731555	0.15559717020391178	0.17657860221097993	0.19281958888430556	0.00023251248549996866	0.19192913385826768	0.19288030172698997	0.21781899748025293	0.005077980670133764	0.20749217627744712	0.2315864666536788
YSG_0398	2.547114842685026		0.2409152618066562	0.14797466712486976	0.0	0.4886916472076395	0.18655891057076587	0.12235194541286595	0.0	0.4226200435000835					0.26320074984858427	0.11043436814995262	0.0009784735812133078	0.47077878938522955									0.06549914753061586	0.03919042058286179	0.0	0.1330162588736813	0.047588960616821926	0.03376112101997924	0.0	0.11878366515058617					0.06665743893647785	0.03231782015978764	0.0017445917655268695	0.13391648684810964								
YSG_0400	0.2544086168674699	0.647238698164514	0.0029449758111972178	0.003908747042042425	0.0	0.0190779014308426	0.07861038778320308	0.03819557329488383	0.0	0.19028963817237418					0.44009882611861645	0.012408153376894555	0.4047427652733119	0.4669593536153019									0.0002936421526500053	0.0007791800810305637	0.0	0.00433973961562306	0.024004522532809713	0.013273879171348951	0.0	0.05740169277939294					0.13418012284210762	0.0024342622928613155	0.1269452491257001	0.1410724026804027								
YSG_0401	1.7586500419965578	0.6441319524133242	0.0003519706061620615	0.0011137072542031848	0.0	0.0038759689922480624	0.008252666336335576	0.009020148766414875	0.0	0.04779874213836478					0.34835646381332735	0.007939507615373065	0.32829959066268394	0.3716356107660455	0.294911353513493	0.001940545911284793	0.2944827586206898	0.30369754881595357	0.4331704611462012	0.007632843943486266	0.41592992796332673	0.45403050108932447	0.00020732515157491265	0.0006560193415169482	0.0	0.002283105022831051	0.0015396578124710642	0.0024719204758252467	0.0	0.016494054468738018					0.1193905883338879	0.0019283094151307618	0.11084003061615008	0.13150743707093826	0.11717657673927055	0.00021669484187885037	0.11712871685510808	0.11815770436460092	0.16668656928645204	0.0012423611652594459	0.1622556207233628	0.17426239799121168
YSG_0402	1.4769833590361447		0.00597019151369921	0.009003935231181896	0.0	0.04359805510534844	0.026020188801624	0.01939302970270389	0.0	0.09065343258891645					0.33332783117640596	0.007542813657581151	0.31155745849894784	0.3764234607259266									0.0010606904042546642	0.002793658741490219	0.0	0.01155666945140629	0.004212018919577212	0.0032071805304500454	0.0	0.0170204516816904					0.11456722756532191	0.0021011232657849265	0.10845129568323023	0.12428679301665915								
