	1	2	3	4	n	L	fraction_polymorphic
YSG_0368	1393.0	147.0	5.0	0.0	86	1545.0	0.09838187702265372
YSG_0369	906.0	78.0	3.0	0.0	89	987.0	0.08206686930091185
YSG_0370b	1227.0	63.0	0.0	0.0	90	1290.0	0.04883720930232558
YSG_0371	422.0	16.0	0.0	0.0	82	438.0	0.0365296803652968
YSG_0372	320.0	18.0	1.0	0.0	72	339.0	0.05604719764011799
YSG_0373	3071.0	357.0	7.0	0.0	75	3435.0	0.10596797671033478
YSG_0374	478.0	43.0	1.0	0.0	78	522.0	0.0842911877394636
YSG_0375	335.0	31.0	0.0	0.0	95	366.0	0.08469945355191257
YSG_0376	1621.0	109.0	1.0	0.0	80	1731.0	0.0635470826112074
YSG_0377	324.0	42.0	0.0	0.0	81	366.0	0.11475409836065574
YSG_0379	494.0	43.0	0.0	0.0	91	537.0	0.08007448789571694
YSG_0380	949.0	156.0	5.0	0.0	96	1110.0	0.14504504504504503
YSG_0381	331.0	26.0	0.0	0.0	105	357.0	0.07282913165266107
YSG_0382	3212.0	180.0	1.0	0.0	68	3393.0	0.05334512231063955
YSG_0383	441.0	97.0	2.0	0.0	94	540.0	0.18333333333333332
YSG_0384	394.0	29.0	0.0	0.0	86	423.0	0.06855791962174941
YSG_0385	1391.0	169.0	6.0	0.0	74	1566.0	0.11174968071519796
YSG_0386	1877.0	189.0	1.0	0.0	91	2067.0	0.09192065795839381
YSG_0387	491.0	28.0	0.0	0.0	85	519.0	0.05394990366088632
YSG_0389	206.0	10.0	0.0	0.0	91	216.0	0.046296296296296294
YSG_0390	291.0	9.0	0.0	0.0	101	300.0	0.03
YSG_0392	937.0	149.0	9.0	0.0	77	1095.0	0.14429223744292238
YSG_0393b	1232.0	101.0	2.0	0.0	75	1335.0	0.07715355805243446
YSG_0394	978.0	74.0	1.0	0.0	89	1053.0	0.07122507122507123
YSG_0395	371.0	19.0	0.0	0.0	88	390.0	0.04871794871794872
YSG_0396	250.0	5.0	0.0	0.0	92	255.0	0.0196078431372549
YSG_0397	351.0	33.0	0.0	0.0	84	384.0	0.0859375
YSG_0398	919.0	313.0	59.0	5.0	90	1296.0	0.2908950617283951
YSG_0400	662.0	85.0	0.0	0.0	96	747.0	0.11378848728246319
YSG_0401	359.0	19.0	0.0	0.0	92	378.0	0.05026455026455026
YSG_0402	749.0	55.0	0.0	0.0	94	804.0	0.06840796019900497
YSG_0403	739.0	95.0	3.0	0.0	96	837.0	0.11708482676224612
YSG_0405	385.0	29.0	0.0	0.0	61	414.0	0.07004830917874397
YSG_0407	912.0	78.0	0.0	0.0	80	990.0	0.07878787878787878
YSG_0408b	963.0	161.0	1.0	0.0	85	1125.0	0.144
YSG_0409	858.0	42.0	0.0	0.0	87	900.0	0.04666666666666667
YSG_0410	711.0	69.0	0.0	0.0	79	780.0	0.08846153846153847
YSG_0411	1624.0	71.0	0.0	0.0	80	1695.0	0.04188790560471976
YSG_0412	237.0	12.0	0.0	0.0	93	249.0	0.04819277108433735
YSG_0413	890.0	73.0	0.0	0.0	84	963.0	0.07580477673935618
YSG_0414	230.0	19.0	0.0	0.0	87	249.0	0.07630522088353414
YSG_0415	424.0	84.0	8.0	0.0	76	516.0	0.17829457364341086
YSG_0417	604.0	76.0	1.0	0.0	90	681.0	0.1130690161527166
YSG_0418	954.0	123.0	3.0	0.0	93	1080.0	0.11666666666666667
YSG_0419	530.0	28.0	0.0	0.0	86	558.0	0.05017921146953405
YSG_0421	367.0	38.0	0.0	0.0	86	405.0	0.09382716049382717
YSG_0422	1914.0	202.0	2.0	0.0	82	2118.0	0.09631728045325778
YSG_0423	482.0	37.0	0.0	0.0	82	519.0	0.07129094412331406
YSG_0424	661.0	228.0	2.0	0.0	79	891.0	0.25813692480359146
YSG_0425	534.0	65.0	4.0	0.0	82	603.0	0.11442786069651742
YSG_0426	954.0	69.0	0.0	0.0	85	1023.0	0.06744868035190615
YSG_0427	201.0	12.0	0.0	0.0	86	213.0	0.056338028169014086
YSG_0428	650.0	43.0	0.0	0.0	85	693.0	0.06204906204906205
YSG_0429	485.0	48.0	1.0	0.0	87	534.0	0.09176029962546817
YSG_0430	1847.0	199.0	3.0	0.0	76	2049.0	0.09858467545143973
YSG_0431	428.0	13.0	0.0	0.0	84	441.0	0.02947845804988662
YSG_0432	281.0	22.0	0.0	0.0	94	303.0	0.07260726072607261
YSG_0433	910.0	86.0	0.0	0.0	93	996.0	0.08634538152610442
YSG_0434	907.0	93.0	2.0	0.0	85	1002.0	0.09481037924151696
YSG_0435	695.0	48.0	1.0	0.0	90	744.0	0.06586021505376344
YSG_0436	719.0	64.0	0.0	0.0	87	783.0	0.08173690932311622
YSG_0439	615.0	45.0	0.0	0.0	83	660.0	0.06818181818181818
YSG_0440	258.0	15.0	0.0	0.0	86	273.0	0.054945054945054944
YSG_0441	1593.0	181.0	2.0	0.0	74	1776.0	0.10304054054054054
YSG_0442	376.0	20.0	0.0	0.0	80	396.0	0.050505050505050504
YSG_0443	473.0	60.0	1.0	0.0	90	534.0	0.11423220973782772
YSG_0445	997.0	71.0	0.0	0.0	70	1068.0	0.06647940074906367
YSG_0447	337.0	32.0	0.0	0.0	92	369.0	0.08672086720867209
YSG_0448	265.0	14.0	0.0	0.0	81	279.0	0.05017921146953405
YSG_0449	662.0	45.0	1.0	0.0	86	708.0	0.06497175141242938
YSG_0450	627.0	30.0	0.0	0.0	66	657.0	0.045662100456621
YSG_0451b	510.0	33.0	0.0	0.0	87	543.0	0.06077348066298342
YSG_0452	1121.0	147.0	1.0	0.0	82	1269.0	0.11662726556343578
YSG_0453	1365.0	190.0	16.0	1.0	87	1572.0	0.1316793893129771
YSG_0454	919.0	88.0	4.0	0.0	84	1011.0	0.09099901088031652
YSG_0455	225.0	24.0	0.0	0.0	100	249.0	0.0963855421686747
YSG_0456	524.0	48.0	1.0	0.0	88	573.0	0.08551483420593368
YSG_0459	1768.0	187.0	1.0	0.0	81	1956.0	0.09611451942740286
YSG_0460	470.0	80.0	2.0	0.0	83	552.0	0.14855072463768115
YSG_0462	691.0	38.0	0.0	0.0	84	729.0	0.05212620027434842
YSG_0463	280.0	20.0	0.0	0.0	97	300.0	0.06666666666666667
YSG_0464	563.0	46.0	0.0	0.0	92	609.0	0.0755336617405583
YSG_0465	213.0	17.0	1.0	0.0	94	231.0	0.07792207792207792
YSG_0466b	677.0	61.0	0.0	0.0	82	738.0	0.08265582655826559
YSG_0467	958.0	141.0	2.0	0.0	91	1101.0	0.1298819255222525
YSG_0468	335.0	31.0	0.0	0.0	94	366.0	0.08469945355191257
YSG_0469	315.0	18.0	2.0	1.0	81	336.0	0.0625
YSG_0471	628.0	68.0	0.0	0.0	77	696.0	0.09770114942528736
YSG_0472	288.0	18.0	0.0	0.0	84	306.0	0.058823529411764705
YSG_0473	155.0	22.0	0.0	0.0	95	177.0	0.12429378531073447
YSG_0474b	383.0	19.0	0.0	0.0	90	402.0	0.0472636815920398
YSG_0475	321.0	27.0	0.0	0.0	77	348.0	0.07758620689655173
YSG_0476	1035.0	63.0	0.0	0.0	80	1098.0	0.05737704918032787
YSG_0477b	2105.0	25.0	0.0	0.0	78	2130.0	0.011737089201877934
YSG_0478	293.0	19.0	0.0	0.0	60	312.0	0.060897435897435896
YSG_0479	615.0	94.0	5.0	0.0	89	714.0	0.13865546218487396
YSG_0480	1275.0	153.0	3.0	0.0	73	1431.0	0.1090146750524109
YSG_0482	386.0	24.0	1.0	0.0	84	411.0	0.06082725060827251
YSG_0483b	638.0	93.0	7.0	0.0	77	738.0	0.13550135501355012
YSG_0484	130.0	5.0	0.0	0.0	85	135.0	0.037037037037037035
YSG_0485	249.0	17.0	1.0	0.0	96	267.0	0.06741573033707865
YSG_0486	670.0	44.0	0.0	0.0	84	714.0	0.06162464985994398
YSG_0487	629.0	72.0	1.0	0.0	91	702.0	0.10398860398860399
YSG_0489	456.0	32.0	1.0	0.0	93	489.0	0.06748466257668712
YSG_0491	1303.0	62.0	0.0	0.0	78	1365.0	0.04542124542124542
YSG_0493b	934.0	57.0	2.0	0.0	82	993.0	0.059415911379657606
YSG_0494b	860.0	87.0	1.0	0.0	70	948.0	0.09282700421940929
YSG_0495	263.0	16.0	0.0	0.0	72	279.0	0.05734767025089606
YSG_0496	1458.0	250.0	11.0	0.0	66	1719.0	0.1518324607329843
YSG_0497	256.0	85.0	4.0	0.0	74	345.0	0.2579710144927536
YSG_0498	516.0	42.0	3.0	0.0	90	561.0	0.08021390374331551
YSG_0499b	503.0	31.0	0.0	0.0	84	534.0	0.05805243445692884
YSG_0500	1128.0	135.0	9.0	0.0	82	1272.0	0.11320754716981132
YSG_0501	297.0	49.0	2.0	0.0	82	348.0	0.14655172413793102
YSG_0502	112.0	5.0	0.0	0.0	87	117.0	0.042735042735042736
YSG_0503	765.0	59.0	1.0	0.0	83	825.0	0.07272727272727272
YSG_0504	218.0	19.0	0.0	0.0	88	237.0	0.08016877637130802
YSG_0505	144.0	3.0	0.0	0.0	83	147.0	0.02040816326530612
YSG_0506	186.0	12.0	0.0	0.0	83	198.0	0.06060606060606061
YSG_0507	724.0	62.0	0.0	0.0	82	786.0	0.07888040712468193
YSG_0508	1236.0	152.0	4.0	0.0	91	1392.0	0.11206896551724138
YSG_0509	606.0	57.0	0.0	0.0	77	663.0	0.08597285067873303
YSG_0510	258.0	30.0	0.0	0.0	81	288.0	0.10416666666666667
YSG_0511	1591.0	132.0	2.0	0.0	76	1725.0	0.07768115942028986
YSG_0512	1000.0	145.0	4.0	0.0	81	1149.0	0.12967798085291557
YSG_0513	1102.0	82.0	1.0	0.0	79	1185.0	0.070042194092827
YSG_0515	370.0	38.0	0.0	0.0	72	408.0	0.09313725490196079
YSG_0517	627.0	63.0	0.0	0.0	83	690.0	0.09130434782608696
YSG_0518	845.0	50.0	2.0	0.0	89	897.0	0.057971014492753624
YSG_0519	227.0	16.0	0.0	0.0	85	243.0	0.06584362139917696
YSG_0520	627.0	112.0	2.0	0.0	76	741.0	0.15384615384615385
YSG_0521	881.0	67.0	0.0	0.0	88	948.0	0.07067510548523206
YSG_0522	727.0	80.0	0.0	0.0	78	807.0	0.09913258983890955
YSG_0523	501.0	76.0	2.0	0.0	90	579.0	0.13471502590673576
YSG_0525	808.0	100.0	1.0	0.0	82	909.0	0.1111111111111111
YSG_0526b	553.0	32.0	0.0	0.0	72	585.0	0.0547008547008547
YSG_0527	435.0	30.0	0.0	0.0	86	465.0	0.06451612903225806
YSG_0528	191.0	22.0	0.0	0.0	91	213.0	0.10328638497652583
YSG_0529	615.0	59.0	1.0	0.0	93	675.0	0.08888888888888889
YSG_0530b	397.0	25.0	1.0	0.0	87	423.0	0.061465721040189124
YSG_0531	491.0	34.0	0.0	0.0	78	525.0	0.06476190476190476
YSG_0532	649.0	105.0	8.0	0.0	60	762.0	0.14829396325459318
YSG_0535	395.0	26.0	2.0	0.0	62	423.0	0.06619385342789598
YSG_0536	377.0	30.0	1.0	0.0	75	408.0	0.07598039215686274
YSG_0537	2268.0	245.0	11.0	2.0	70	2526.0	0.1021377672209026
YSG_0538b	208.0	20.0	0.0	0.0	68	228.0	0.08771929824561403
YSG_0539	676.0	76.0	1.0	0.0	76	753.0	0.10225763612217796
YSG_0540	758.0	52.0	0.0	0.0	80	810.0	0.06419753086419754
YSG_0541	1607.0	148.0	0.0	0.0	76	1755.0	0.08433048433048433
YSG_0542	469.0	20.0	0.0	0.0	90	489.0	0.0408997955010225
YSG_0544	1228.0	132.0	2.0	0.0	80	1362.0	0.09838472834067548
YSG_0545	1337.0	257.0	8.0	0.0	92	1602.0	0.16541822721598
YSG_0546	747.0	77.0	1.0	0.0	73	825.0	0.09454545454545454
YSG_0547	833.0	48.0	1.0	0.0	89	882.0	0.05555555555555555
YSG_0548	465.0	33.0	0.0	0.0	76	498.0	0.06626506024096386
YSG_0549	328.0	8.0	0.0	0.0	88	336.0	0.023809523809523808
YSG_0551	419.0	43.0	0.0	0.0	72	462.0	0.09307359307359307
YSG_0553	703.0	55.0	1.0	0.0	73	759.0	0.07378129117259552
YSG_0554	633.0	39.0	0.0	0.0	80	672.0	0.05803571428571429
YSG_0555	1038.0	73.0	2.0	0.0	81	1113.0	0.0673854447439353
YSG_0556	1246.0	86.0	0.0	0.0	76	1332.0	0.06456456456456457
YSG_0557	1310.0	136.0	0.0	0.0	75	1446.0	0.09405255878284924
YSG_0559	323.0	28.0	0.0	0.0	82	351.0	0.07977207977207977
YSG_0562	588.0	36.0	0.0	0.0	80	624.0	0.057692307692307696
YSG_0563	833.0	88.0	0.0	0.0	80	921.0	0.09554831704668838
YSG_0564	441.0	63.0	6.0	0.0	83	510.0	0.13529411764705881
YSG_0565	827.0	81.0	4.0	0.0	84	912.0	0.09320175438596491
YSG_0567	531.0	62.0	1.0	0.0	81	594.0	0.10606060606060606
YSG_0568	766.0	172.0	19.0	0.0	74	957.0	0.19958202716823406
YSG_0570	776.0	46.0	0.0	0.0	76	822.0	0.05596107055961071
YSG_0571	1302.0	104.0	1.0	0.0	69	1407.0	0.07462686567164178
YSG_0572	247.0	14.0	0.0	0.0	80	261.0	0.05363984674329502
YSG_0573	662.0	55.0	0.0	0.0	72	717.0	0.07670850767085077
YSG_0574	379.0	29.0	0.0	0.0	87	408.0	0.07107843137254902
YSG_0576b	1203.0	77.0	1.0	0.0	75	1281.0	0.06088992974238876
YSG_0577	1114.0	218.0	12.0	0.0	78	1344.0	0.17113095238095238
YSG_0578b	499.0	43.0	1.0	0.0	83	543.0	0.08103130755064457
YSG_0579	577.0	41.0	0.0	0.0	71	618.0	0.06634304207119741
YSG_0580	364.0	28.0	1.0	0.0	82	393.0	0.0737913486005089
YSG_0582	362.0	25.0	0.0	0.0	87	387.0	0.06459948320413436
YSG_0584	506.0	138.0	10.0	0.0	86	654.0	0.22629969418960244
YSG_0585	419.0	65.0	5.0	0.0	84	489.0	0.14314928425357873
YSG_0586	683.0	61.0	0.0	0.0	85	744.0	0.08198924731182795
YSG_0587	565.0	114.0	5.0	0.0	81	684.0	0.1739766081871345
YSG_0588b	1120.0	74.0	0.0	0.0	65	1194.0	0.06197654941373534
YSG_0590	1768.0	321.0	14.0	0.0	74	2103.0	0.15929624346172136
YSG_0591	733.0	89.0	3.0	0.0	72	825.0	0.11151515151515151
YSG_0592	3020.0	192.0	1.0	0.0	67	3213.0	0.06006847183317771
YSG_0593	381.0	41.0	1.0	0.0	83	423.0	0.09929078014184398
YSG_0594	600.0	59.0	1.0	0.0	82	660.0	0.09090909090909091
YSG_0596b	324.0	3.0	0.0	0.0	79	327.0	0.009174311926605505
YSG_0597	1068.0	119.0	1.0	0.0	75	1188.0	0.10101010101010101
YSG_0598	784.0	17.0	0.0	0.0	68	801.0	0.02122347066167291
YSG_0600	413.0	16.0	0.0	0.0	77	429.0	0.037296037296037296
YSG_0602	1302.0	84.0	0.0	0.0	81	1386.0	0.06060606060606061
YSG_0603	199.0	60.0	2.0	0.0	89	261.0	0.23754789272030652
YSG_0604	800.0	43.0	0.0	0.0	82	843.0	0.051008303677342826
YSG_0606	310.0	8.0	0.0	0.0	86	318.0	0.025157232704402517
YSG_0607	706.0	65.0	3.0	0.0	66	774.0	0.08785529715762273
YSG_0608b	655.0	93.0	2.0	0.0	83	750.0	0.12666666666666668
YSG_0609	627.0	37.0	2.0	0.0	83	666.0	0.05855855855855856
YSG_0610	365.0	43.0	0.0	0.0	84	408.0	0.1053921568627451
YSG_0611	1039.0	77.0	0.0	0.0	81	1116.0	0.06899641577060932
YSG_0612	175.0	16.0	1.0	0.0	95	192.0	0.08854166666666667
YSG_0613	1114.0	67.0	1.0	0.0	76	1182.0	0.05752961082910321
YSG_0614	602.0	54.0	1.0	0.0	73	657.0	0.0837138508371385
YSG_0615	240.0	9.0	0.0	0.0	79	249.0	0.03614457831325301
YSG_0616	504.0	44.0	1.0	0.0	65	549.0	0.08196721311475409
YSG_0617	610.0	59.0	0.0	0.0	76	669.0	0.08819133034379671
YSG_0618	888.0	47.0	1.0	0.0	77	936.0	0.05128205128205128
YSG_0619	441.0	15.0	0.0	0.0	89	456.0	0.03289473684210526
YSG_0621	994.0	80.0	0.0	0.0	82	1074.0	0.074487895716946
YSG_0622	228.0	9.0	0.0	0.0	80	237.0	0.0379746835443038
YSG_0623	1020.0	71.0	1.0	0.0	75	1092.0	0.06593406593406594
YSG_0624	1189.0	273.0	11.0	0.0	70	1473.0	0.19280380176510523
YSG_0625	627.0	101.0	4.0	0.0	81	732.0	0.14344262295081966
YSG_0626	877.0	59.0	0.0	0.0	79	936.0	0.06303418803418803
YSG_0627	722.0	238.0	24.0	0.0	79	984.0	0.266260162601626
YSG_0628	448.0	28.0	1.0	0.0	85	477.0	0.06079664570230608
YSG_0629	639.0	165.0	14.0	1.0	76	819.0	0.21978021978021978
YSG_0630	1230.0	87.0	3.0	0.0	85	1320.0	0.06818181818181818
YSG_0631	821.0	96.0	4.0	0.0	56	921.0	0.10857763300760044
YSG_0632	270.0	27.0	0.0	0.0	72	297.0	0.09090909090909091
YSG_0633	518.0	40.0	0.0	0.0	91	558.0	0.07168458781362007
YSG_0634	787.0	154.0	4.0	0.0	81	945.0	0.1671957671957672
YSG_0635	493.0	34.0	1.0	0.0	80	528.0	0.06628787878787878
YSG_0636	1389.0	69.0	0.0	0.0	88	1458.0	0.047325102880658436
YSG_0637	220.0	19.0	1.0	0.0	92	240.0	0.08333333333333333
YSG_0639	271.0	35.0	0.0	0.0	87	306.0	0.11437908496732026
YSG_0640	980.0	64.0	0.0	0.0	77	1044.0	0.06130268199233716
YSG_0642	780.0	125.0	1.0	0.0	85	906.0	0.1390728476821192
YSG_0644	876.0	113.0	1.0	0.0	77	990.0	0.11515151515151516
YSG_0645	256.0	26.0	0.0	0.0	83	282.0	0.09219858156028368
YSG_0648	1402.0	200.0	6.0	0.0	70	1608.0	0.1281094527363184
YSG_0649	712.0	76.0	1.0	0.0	81	789.0	0.09759188846641319
YSG_0650	158.0	15.0	1.0	0.0	93	174.0	0.09195402298850575
YSG_0651	289.0	35.0	0.0	0.0	95	324.0	0.10802469135802469
YSG_0652	549.0	69.0	3.0	0.0	77	621.0	0.11594202898550725
YSG_0653	382.0	20.0	0.0	0.0	78	402.0	0.04975124378109453
YSG_0654	430.0	29.0	0.0	0.0	82	459.0	0.06318082788671024
YSG_0655	933.0	65.0	1.0	0.0	81	999.0	0.06606606606606606
YSG_0656	1399.0	399.0	35.0	0.0	72	1833.0	0.23677032187670485
YSG_0657	797.0	90.0	4.0	0.0	82	891.0	0.10549943883277217
YSG_0658	1223.0	358.0	14.0	1.0	76	1596.0	0.2337092731829574
YSG_0659	916.0	79.0	1.0	0.0	84	996.0	0.08032128514056225
YSG_0660	344.0	40.0	0.0	0.0	84	384.0	0.10416666666666667
YSG_0661	1506.0	166.0	4.0	1.0	73	1677.0	0.10196779964221825
YSG_0663	940.0	279.0	27.0	2.0	68	1248.0	0.2467948717948718
YSG_0664	384.0	24.0	0.0	0.0	82	408.0	0.058823529411764705
YSG_0665	264.0	18.0	0.0	0.0	79	282.0	0.06382978723404255
YSG_0666	571.0	44.0	0.0	0.0	72	615.0	0.07154471544715447
YSG_0668	577.0	38.0	0.0	0.0	81	615.0	0.061788617886178863
YSG_0669	117.0	3.0	0.0	0.0	62	120.0	0.025
YSG_0670	194.0	1.0	0.0	0.0	77	195.0	0.005128205128205128
YSG_0671	620.0	55.0	0.0	0.0	66	675.0	0.08148148148148149
YSG_0672	1110.0	57.0	0.0	0.0	74	1167.0	0.04884318766066838
YSG_0673	464.0	39.0	1.0	0.0	87	504.0	0.07936507936507936
YSG_0674	460.0	47.0	0.0	0.0	85	507.0	0.09270216962524655
YSG_0675	650.0	78.0	1.0	0.0	75	729.0	0.1083676268861454
YSG_0676	1122.0	135.0	9.0	0.0	71	1266.0	0.11374407582938388
YSG_0677b	933.0	86.0	1.0	0.0	80	1020.0	0.08529411764705883
YSG_0678	965.0	88.0	0.0	0.0	70	1053.0	0.0835707502374169
YSG_0679	691.0	56.0	0.0	0.0	80	747.0	0.0749665327978581
YSG_0680	490.0	32.0	0.0	0.0	74	522.0	0.06130268199233716
YSG_0681	524.0	36.0	1.0	0.0	79	561.0	0.0659536541889483
YSG_0682	1685.0	111.0	1.0	0.0	72	1797.0	0.06232609905397885
YSG_0683	792.0	52.0	5.0	0.0	88	849.0	0.06713780918727916
YSG_0684	372.0	27.0	0.0	0.0	77	399.0	0.06766917293233082
YSG_0686	392.0	36.0	1.0	0.0	63	429.0	0.08624708624708624
YSG_0687b	539.0	25.0	0.0	0.0	66	564.0	0.044326241134751775
YSG_0688	343.0	16.0	1.0	0.0	77	360.0	0.04722222222222222
YSG_0689b	781.0	41.0	0.0	0.0	76	822.0	0.049878345498783457
YSG_0690	2224.0	165.0	5.0	0.0	71	2394.0	0.07101086048454469
YSG_0691	436.0	32.0	0.0	0.0	73	468.0	0.06837606837606838
YSG_0693	246.0	15.0	0.0	0.0	81	261.0	0.05747126436781609
YSG_0694	486.0	33.0	0.0	0.0	80	519.0	0.06358381502890173
YSG_0696	719.0	76.0	0.0	0.0	86	795.0	0.09559748427672957
YSG_0697	678.0	45.0	0.0	0.0	77	723.0	0.06224066390041494
YSG_0698	388.0	34.0	1.0	0.0	92	423.0	0.08274231678486997
YSG_0699	666.0	6.0	0.0	0.0	82	672.0	0.008928571428571428
YSG_0700	1112.0	108.0	1.0	0.0	73	1221.0	0.08927108927108927
YSG_0701	561.0	30.0	0.0	0.0	79	591.0	0.050761421319796954
YSG_0702	1337.0	81.0	1.0	0.0	82	1419.0	0.057787174066243834
YSG_0703	1727.0	343.0	15.0	0.0	71	2085.0	0.17170263788968826
YSG_0705	1015.0	79.0	1.0	0.0	73	1095.0	0.0730593607305936
YSG_0706	345.0	53.0	10.0	0.0	87	408.0	0.15441176470588236
YSG_0707	370.0	32.0	0.0	0.0	76	402.0	0.07960199004975124
YSG_0708	2393.0	138.0	1.0	0.0	76	2532.0	0.05489731437598736
YSG_0709	469.0	29.0	0.0	0.0	64	498.0	0.05823293172690763
YSG_0710	699.0	84.0	3.0	0.0	83	786.0	0.11068702290076336
YSG_0711	766.0	55.0	1.0	0.0	84	822.0	0.0681265206812652
YSG_0712	1003.0	52.0	1.0	0.0	75	1056.0	0.050189393939393936
YSG_0714	415.0	17.0	0.0	0.0	76	432.0	0.03935185185185185
YSG_0715	173.0	19.0	0.0	0.0	83	192.0	0.09895833333333333
YSG_0716	1341.0	100.0	2.0	0.0	68	1443.0	0.07068607068607069
YSG_0717	603.0	43.0	2.0	0.0	74	648.0	0.06944444444444445
YSG_0719b	680.0	107.0	2.0	0.0	80	789.0	0.13814955640050697
YSG_0720	1259.0	98.0	2.0	0.0	66	1359.0	0.07358351729212656
YSG_0721	281.0	24.0	1.0	0.0	92	306.0	0.08169934640522876
YSG_0722	1392.0	162.0	3.0	0.0	79	1557.0	0.10597302504816955
YSG_0723	636.0	60.0	0.0	0.0	70	696.0	0.08620689655172414
YSG_0724	138.0	12.0	0.0	0.0	90	150.0	0.08
YSG_0726	617.0	73.0	0.0	0.0	80	690.0	0.10579710144927536
YSG_0727	984.0	50.0	1.0	0.0	84	1035.0	0.04927536231884058
YSG_0728	673.0	65.0	0.0	0.0	78	738.0	0.08807588075880758
YSG_0729	380.0	28.0	0.0	0.0	75	408.0	0.06862745098039216
YSG_0730	319.0	17.0	0.0	0.0	83	336.0	0.050595238095238096
YSG_0731	1965.0	121.0	2.0	0.0	72	2088.0	0.05890804597701149
YSG_0732	1166.0	126.0	1.0	0.0	75	1293.0	0.09822119102861562
YSG_0733	1408.0	339.0	21.0	2.0	82	1770.0	0.20451977401129945
YSG_0734	876.0	9.0	0.0	0.0	80	885.0	0.010169491525423728
YSG_0735	124.0	5.0	0.0	0.0	89	129.0	0.03875968992248062
YSG_0736	1266.0	99.0	0.0	0.0	74	1365.0	0.07252747252747253
YSG_0737	762.0	57.0	0.0	0.0	76	819.0	0.0695970695970696
YSG_0738	227.0	13.0	0.0	0.0	57	240.0	0.05416666666666667
YSG_0739	605.0	56.0	2.0	0.0	74	663.0	0.08748114630467571
YSG_0740	193.0	14.0	0.0	0.0	88	207.0	0.06763285024154589
YSG_0741	336.0	21.0	0.0	0.0	86	357.0	0.058823529411764705
YSG_0742b	943.0	39.0	2.0	0.0	77	984.0	0.041666666666666664
YSG_0743	790.0	60.0	2.0	0.0	77	852.0	0.07276995305164319
YSG_0744	293.0	13.0	0.0	0.0	67	306.0	0.042483660130718956
YSG_0745	276.0	12.0	0.0	0.0	83	288.0	0.041666666666666664
YSG_0746	1123.0	197.0	14.0	1.0	82	1335.0	0.15880149812734082
YSG_0747	858.0	71.0	1.0	0.0	87	930.0	0.07741935483870968
YSG_0749	464.0	31.0	0.0	0.0	84	495.0	0.06262626262626263
YSG_0750	471.0	30.0	0.0	0.0	83	501.0	0.059880239520958084
YSG_0751	848.0	70.0	0.0	0.0	70	918.0	0.07625272331154684
YSG_0752	1311.0	82.0	2.0	0.0	82	1395.0	0.060215053763440864
YSG_0753	814.0	68.0	0.0	0.0	81	882.0	0.07709750566893424
YSG_0754	1040.0	31.0	0.0	0.0	85	1071.0	0.028944911297852476
YSG_0755	275.0	13.0	0.0	0.0	84	288.0	0.04513888888888889
YSG_0756	603.0	57.0	0.0	0.0	75	660.0	0.08636363636363636
YSG_0757	1641.0	137.0	4.0	0.0	73	1782.0	0.07912457912457913
YSG_0758	928.0	56.0	0.0	0.0	67	984.0	0.056910569105691054
YSG_0759	646.0	38.0	0.0	0.0	62	684.0	0.05555555555555555
YSG_0760	377.0	39.0	1.0	0.0	79	417.0	0.09592326139088729
YSG_0761	438.0	92.0	13.0	0.0	84	543.0	0.19337016574585636
YSG_0762	281.0	16.0	0.0	0.0	84	297.0	0.05387205387205387
YSG_0763	1335.0	109.0	2.0	0.0	73	1446.0	0.07676348547717843
YSG_0764	570.0	41.0	1.0	0.0	68	612.0	0.06862745098039216
YSG_0765	704.0	57.0	1.0	0.0	70	762.0	0.07611548556430446
YSG_0766	489.0	68.0	1.0	0.0	84	558.0	0.12365591397849462
YSG_0767	638.0	57.0	1.0	0.0	77	696.0	0.08333333333333333
YSG_0768	750.0	73.0	2.0	0.0	76	825.0	0.09090909090909091
YSG_0769	379.0	64.0	4.0	0.0	83	447.0	0.15212527964205816
YSG_0770	216.0	18.0	0.0	0.0	88	234.0	0.07692307692307693
YSG_0771	539.0	46.0	0.0	0.0	78	585.0	0.07863247863247863
YSG_0772	272.0	26.0	2.0	0.0	64	300.0	0.09333333333333334
YSG_0773	1367.0	105.0	1.0	0.0	75	1473.0	0.07196198234894773
YSG_0775	267.0	12.0	0.0	0.0	76	279.0	0.043010752688172046
YSG_0776	463.0	34.0	1.0	0.0	80	498.0	0.07028112449799197
YSG_0777	1410.0	144.0	3.0	0.0	68	1557.0	0.09441233140655106
YSG_0778	513.0	87.0	6.0	0.0	81	606.0	0.15346534653465346
YSG_0779	1009.0	62.0	0.0	0.0	67	1071.0	0.05788982259570495
YSG_0780	979.0	68.0	0.0	0.0	75	1047.0	0.06494746895893028
YSG_0781	811.0	92.0	3.0	0.0	75	906.0	0.10485651214128035
YSG_0783	1072.0	144.0	8.0	0.0	77	1224.0	0.12418300653594772
YSG_0784	871.0	68.0	3.0	0.0	77	942.0	0.07537154989384288
YSG_0785	315.0	49.0	2.0	0.0	85	366.0	0.13934426229508196
YSG_0786	683.0	25.0	0.0	0.0	76	708.0	0.03531073446327684
YSG_0787b	1147.0	71.0	0.0	0.0	74	1218.0	0.05829228243021346
YSG_0788	700.0	62.0	0.0	0.0	74	762.0	0.08136482939632546
YSG_0789	386.0	52.0	0.0	0.0	71	438.0	0.1187214611872146
