	1	2	3	4	n	L	fraction_polymorphic
YSG_0380	229.0	7.0	1.0	0.0	37	237.0	0.03375527426160337
YSG_0381	69.0	0.0	0.0	0.0	34	69.0	0.0
YSG_0382	572.0	13.0	0.0	0.0	37	585.0	0.022222222222222223
YSG_0383	93.0	1.0	0.0	0.0	42	94.0	0.010638297872340425
YSG_0384	85.0	0.0	0.0	0.0	48	85.0	0.0
YSG_0385	314.0	3.0	0.0	0.0	40	317.0	0.00946372239747634
YSG_0386	395.0	73.0	0.0	0.0	25	468.0	0.15598290598290598
YSG_0387	44.0	47.0	3.0	0.0	34	94.0	0.5319148936170213
YSG_0389	39.0	3.0	0.0	0.0	47	42.0	0.07142857142857142
YSG_0390	54.0	1.0	0.0	0.0	36	55.0	0.01818181818181818
YSG_0392	108.0	78.0	11.0	0.0	39	197.0	0.4517766497461929
YSG_0393b	218.0	47.0	5.0	0.0	41	270.0	0.1925925925925926
YSG_0394	195.0	1.0	0.0	0.0	38	196.0	0.00510204081632653
YSG_0395	72.0	2.0	0.0	0.0	45	74.0	0.02702702702702703
YSG_0396	46.0	1.0	0.0	0.0	44	47.0	0.02127659574468085
YSG_0397	67.0	0.0	0.0	0.0	47	67.0	0.0
YSG_0398	86.0	156.0	35.0	0.0	24	277.0	0.6895306859205776
YSG_0400	176.0	7.0	0.0	0.0	38	183.0	0.03825136612021858
YSG_0401	67.0	0.0	0.0	0.0	43	67.0	0.0
YSG_0402	156.0	9.0	0.0	0.0	42	165.0	0.05454545454545454
YSG_0403	194.0	0.0	0.0	0.0	37	194.0	0.0
YSG_0405	72.0	4.0	0.0	0.0	48	76.0	0.05263157894736842
YSG_0407	141.0	70.0	1.0	0.0	48	212.0	0.33490566037735847
YSG_0408b	216.0	35.0	1.0	0.0	39	252.0	0.14285714285714285
YSG_0409	152.0	15.0	0.0	0.0	45	167.0	0.08982035928143713
YSG_0410	147.0	13.0	3.0	0.0	50	163.0	0.09815950920245399
YSG_0411	325.0	3.0	0.0	0.0	36	328.0	0.009146341463414634
YSG_0412	41.0	0.0	0.0	0.0	41	41.0	0.0
YSG_0413	172.0	2.0	0.0	0.0	42	174.0	0.011494252873563218
YSG_0414	50.0	1.0	0.0	0.0	46	51.0	0.0196078431372549
YSG_0415	64.0	30.0	3.0	0.0	47	97.0	0.3402061855670103
YSG_0417	116.0	20.0	0.0	0.0	41	136.0	0.14705882352941177
YSG_0418	212.0	4.0	0.0	0.0	37	216.0	0.018518518518518517
YSG_0419	105.0	1.0	0.0	0.0	47	106.0	0.009433962264150943
YSG_0421	83.0	2.0	0.0	0.0	46	85.0	0.023529411764705882
YSG_0422	267.0	103.0	5.0	0.0	37	375.0	0.288
YSG_0423	77.0	39.0	1.0	0.0	51	117.0	0.3418803418803419
YSG_0424	115.0	61.0	1.0	0.0	45	177.0	0.3502824858757062
YSG_0425	96.0	26.0	0.0	0.0	45	122.0	0.21311475409836064
YSG_0426	176.0	3.0	1.0	0.0	41	180.0	0.022222222222222223
YSG_0427	32.0	6.0	0.0	0.0	16	38.0	0.15789473684210525
YSG_0428	128.0	1.0	0.0	0.0	42	129.0	0.007751937984496124
YSG_0429	110.0	2.0	0.0	0.0	43	112.0	0.017857142857142856
YSG_0430	343.0	50.0	1.0	0.0	34	394.0	0.12944162436548223
YSG_0431	67.0	3.0	0.0	0.0	44	70.0	0.04285714285714286
YSG_0432	66.0	0.0	0.0	0.0	39	66.0	0.0
YSG_0433	194.0	2.0	0.0	0.0	30	196.0	0.01020408163265306
YSG_0434	206.0	20.0	0.0	0.0	33	226.0	0.08849557522123894
YSG_0435	138.0	1.0	0.0	0.0	42	139.0	0.007194244604316547
YSG_0436	176.0	5.0	0.0	0.0	36	181.0	0.027624309392265192
YSG_0439	126.0	2.0	0.0	0.0	44	128.0	0.015625
YSG_0440	33.0	22.0	0.0	0.0	40	55.0	0.4
YSG_0441	307.0	26.0	1.0	0.0	44	334.0	0.08083832335329341
YSG_0442	82.0	2.0	0.0	0.0	48	84.0	0.023809523809523808
YSG_0443	105.0	1.0	0.0	0.0	41	106.0	0.009433962264150943
YSG_0445	195.0	26.0	0.0	0.0	45	221.0	0.11764705882352941
YSG_0447	73.0	1.0	0.0	0.0	39	74.0	0.013513513513513514
YSG_0448	45.0	15.0	0.0	0.0	49	60.0	0.25
YSG_0449	130.0	5.0	0.0	0.0	42	135.0	0.037037037037037035
YSG_0450	114.0	3.0	0.0	0.0	40	117.0	0.02564102564102564
YSG_0451b	109.0	0.0	0.0	0.0	39	109.0	0.0
YSG_0452	222.0	34.0	1.0	0.0	34	257.0	0.13618677042801555
YSG_0453	312.0	29.0	6.0	0.0	33	347.0	0.10086455331412104
YSG_0454	121.0	76.0	0.0	0.0	5	197.0	0.38578680203045684
YSG_0455	39.0	1.0	0.0	0.0	35	40.0	0.025
YSG_0456	108.0	3.0	0.0	0.0	41	111.0	0.02702702702702703
YSG_0459	338.0	8.0	0.0	0.0	33	346.0	0.023121387283236993
YSG_0460	65.0	48.0	0.0	0.0	34	113.0	0.4247787610619469
YSG_0462	121.0	0.0	0.0	0.0	37	121.0	0.0
YSG_0463	59.0	0.0	0.0	0.0	37	59.0	0.0
YSG_0464	136.0	14.0	1.0	0.0	31	151.0	0.09933774834437085
YSG_0465	52.0	0.0	0.0	0.0	26	52.0	0.0
YSG_0466b	99.0	38.0	3.0	0.0	39	140.0	0.29285714285714287
YSG_0467	231.0	19.0	0.0	0.0	36	250.0	0.076
YSG_0468	83.0	0.0	0.0	0.0	32	83.0	0.0
YSG_0469	36.0	26.0	0.0	0.0	44	62.0	0.41935483870967744
YSG_0471	140.0	1.0	0.0	0.0	43	141.0	0.0070921985815602835
YSG_0472	50.0	1.0	0.0	0.0	44	51.0	0.0196078431372549
YSG_0473	18.0	9.0	0.0	0.0	37	27.0	0.3333333333333333
YSG_0474b	71.0	2.0	0.0	0.0	38	73.0	0.0273972602739726
YSG_0475	78.0	1.0	0.0	0.0	48	79.0	0.012658227848101266
YSG_0476	217.0	2.0	0.0	0.0	42	219.0	0.0091324200913242
YSG_0477b	389.0	7.0	0.0	0.0	36	396.0	0.017676767676767676
YSG_0478	54.0	9.0	0.0	0.0	53	63.0	0.14285714285714285
YSG_0479	59.0	62.0	6.0	0.0	36	127.0	0.5354330708661418
YSG_0480	137.0	122.0	14.0	1.0	41	274.0	0.5
YSG_0482	90.0	1.0	0.0	0.0	47	91.0	0.01098901098901099
YSG_0483b	103.0	20.0	1.0	0.0	24	124.0	0.1693548387096774
YSG_0484	25.0	0.0	0.0	0.0	46	25.0	0.0
YSG_0485	50.0	3.0	0.0	0.0	35	53.0	0.05660377358490566
YSG_0486	120.0	26.0	0.0	0.0	46	146.0	0.1780821917808219
YSG_0487	143.0	2.0	0.0	0.0	39	145.0	0.013793103448275862
YSG_0489	87.0	2.0	0.0	0.0	38	89.0	0.02247191011235955
YSG_0491	237.0	6.0	0.0	0.0	42	243.0	0.024691358024691357
YSG_0493b	149.0	13.0	0.0	0.0	40	162.0	0.08024691358024691
YSG_0494b	124.0	72.0	5.0	0.0	47	201.0	0.38308457711442784
YSG_0495	45.0	0.0	0.0	0.0	38	45.0	0.0
YSG_0496	329.0	50.0	0.0	0.0	40	379.0	0.13192612137203166
YSG_0497	45.0	2.0	0.0	0.0	45	47.0	0.0425531914893617
YSG_0498	107.0	5.0	0.0	0.0	40	112.0	0.044642857142857144
YSG_0499b	110.0	3.0	0.0	0.0	45	113.0	0.02654867256637168
YSG_0500	241.0	33.0	0.0	0.0	36	274.0	0.12043795620437957
YSG_0501	65.0	1.0	0.0	0.0	45	66.0	0.015151515151515152
YSG_0502	20.0	0.0	0.0	0.0	41	20.0	0.0
YSG_0503	147.0	5.0	0.0	0.0	43	152.0	0.03289473684210526
YSG_0504	44.0	0.0	0.0	0.0	44	44.0	0.0
YSG_0505	33.0	1.0	0.0	0.0	33	34.0	0.029411764705882353
YSG_0506	35.0	2.0	0.0	0.0	32	37.0	0.05405405405405406
YSG_0507	163.0	2.0	0.0	0.0	38	165.0	0.012121212121212121
YSG_0508	150.0	109.0	21.0	0.0	27	280.0	0.4642857142857143
YSG_0509	114.0	31.0	0.0	0.0	41	145.0	0.21379310344827587
YSG_0510	36.0	14.0	0.0	0.0	48	50.0	0.28
YSG_0511	299.0	53.0	4.0	0.0	41	356.0	0.1601123595505618
YSG_0512	228.0	4.0	0.0	0.0	30	232.0	0.017241379310344827
YSG_0513	230.0	28.0	0.0	0.0	41	258.0	0.10852713178294573
YSG_0515	77.0	1.0	0.0	0.0	41	78.0	0.01282051282051282
YSG_0517	137.0	0.0	0.0	0.0	37	137.0	0.0
YSG_0518	176.0	2.0	0.0	0.0	33	178.0	0.011235955056179775
YSG_0519	41.0	1.0	0.0	0.0	40	42.0	0.023809523809523808
YSG_0520	120.0	2.0	0.0	0.0	49	122.0	0.01639344262295082
YSG_0521	201.0	1.0	0.0	0.0	40	202.0	0.0049504950495049506
YSG_0522	112.0	39.0	1.0	0.0	47	152.0	0.2631578947368421
YSG_0523	108.0	2.0	0.0	0.0	42	110.0	0.01818181818181818
YSG_0525	179.0	5.0	0.0	0.0	34	184.0	0.02717391304347826
YSG_0526b	105.0	3.0	0.0	0.0	54	108.0	0.027777777777777776
YSG_0527	85.0	2.0	0.0	0.0	36	87.0	0.022988505747126436
YSG_0528	38.0	0.0	0.0	0.0	39	38.0	0.0
YSG_0529	130.0	2.0	0.0	0.0	32	132.0	0.015151515151515152
YSG_0530b	78.0	2.0	0.0	0.0	41	80.0	0.025
YSG_0531	94.0	3.0	0.0	0.0	50	97.0	0.030927835051546393
YSG_0532	150.0	2.0	0.0	0.0	53	152.0	0.013157894736842105
YSG_0535	71.0	2.0	0.0	0.0	47	73.0	0.0273972602739726
YSG_0536	81.0	1.0	0.0	0.0	46	82.0	0.012195121951219513
YSG_0537	321.0	188.0	21.0	0.0	24	530.0	0.39433962264150946
YSG_0538b	31.0	7.0	0.0	0.0	29	38.0	0.18421052631578946
YSG_0539	155.0	0.0	0.0	0.0	42	155.0	0.0
YSG_0540	147.0	0.0	0.0	0.0	41	147.0	0.0
YSG_0541	333.0	34.0	0.0	0.0	34	367.0	0.09264305177111716
YSG_0542	77.0	2.0	0.0	0.0	40	79.0	0.02531645569620253
YSG_0544	227.0	27.0	1.0	0.0	36	255.0	0.10980392156862745
YSG_0545	274.0	2.0	0.0	0.0	34	276.0	0.007246376811594203
YSG_0546	145.0	1.0	0.0	0.0	34	146.0	0.00684931506849315
YSG_0547	178.0	2.0	0.0	0.0	38	180.0	0.011111111111111112
YSG_0548	94.0	1.0	0.0	0.0	37	95.0	0.010526315789473684
YSG_0549	53.0	0.0	0.0	0.0	38	53.0	0.0
YSG_0551	47.0	37.0	9.0	0.0	37	93.0	0.4946236559139785
YSG_0553	145.0	0.0	0.0	0.0	45	145.0	0.0
YSG_0554	106.0	5.0	0.0	0.0	39	111.0	0.04504504504504504
YSG_0555	214.0	4.0	0.0	0.0	35	218.0	0.01834862385321101
YSG_0556	195.0	62.0	2.0	0.0	44	259.0	0.2471042471042471
YSG_0557	207.0	121.0	2.0	0.0	44	330.0	0.37272727272727274
YSG_0559	70.0	0.0	0.0	0.0	40	70.0	0.0
YSG_0562	112.0	1.0	0.0	0.0	38	113.0	0.008849557522123894
YSG_0563	186.0	3.0	0.0	0.0	42	189.0	0.015873015873015872
YSG_0564	37.0	41.0	8.0	0.0	40	86.0	0.5697674418604651
YSG_0565	88.0	69.0	6.0	0.0	40	163.0	0.4601226993865031
YSG_0567	119.0	1.0	0.0	0.0	40	120.0	0.008333333333333333
YSG_0568	96.0	87.0	3.0	0.0	51	186.0	0.4838709677419355
YSG_0570	148.0	0.0	0.0	0.0	49	148.0	0.0
YSG_0571	194.0	64.0	2.0	0.0	37	260.0	0.25384615384615383
YSG_0572	42.0	5.0	0.0	0.0	33	47.0	0.10638297872340426
YSG_0573	136.0	3.0	0.0	0.0	36	139.0	0.02158273381294964
YSG_0574	80.0	1.0	0.0	0.0	39	81.0	0.012345679012345678
YSG_0576b	232.0	27.0	0.0	0.0	40	259.0	0.10424710424710425
YSG_0577	257.0	10.0	0.0	0.0	36	267.0	0.03745318352059925
YSG_0578b	73.0	23.0	1.0	0.0	41	97.0	0.24742268041237114
YSG_0579	63.0	50.0	10.0	0.0	34	123.0	0.4878048780487805
YSG_0580	43.0	24.0	1.0	0.0	40	68.0	0.36764705882352944
YSG_0582	48.0	16.0	2.0	0.0	41	66.0	0.2727272727272727
YSG_0584	108.0	2.0	0.0	0.0	36	110.0	0.01818181818181818
YSG_0585	95.0	4.0	0.0	0.0	41	99.0	0.04040404040404041
YSG_0586	139.0	2.0	0.0	0.0	38	141.0	0.014184397163120567
YSG_0587	85.0	41.0	2.0	0.0	39	128.0	0.3359375
YSG_0588b	228.0	1.0	0.0	0.0	40	229.0	0.004366812227074236
YSG_0590	362.0	29.0	0.0	0.0	44	391.0	0.0741687979539642
YSG_0591	149.0	25.0	0.0	0.0	47	174.0	0.14367816091954022
YSG_0592	450.0	155.0	5.0	0.0	36	610.0	0.26229508196721313
YSG_0593	85.0	1.0	0.0	0.0	45	86.0	0.011627906976744186
YSG_0594	124.0	4.0	0.0	0.0	43	128.0	0.03125
YSG_0596b	63.0	0.0	0.0	0.0	32	63.0	0.0
YSG_0597	260.0	10.0	0.0	0.0	32	270.0	0.037037037037037035
YSG_0598	137.0	3.0	0.0	0.0	45	140.0	0.02142857142857143
YSG_0600	88.0	2.0	0.0	0.0	42	90.0	0.022222222222222223
YSG_0602	252.0	4.0	0.0	0.0	42	256.0	0.015625
YSG_0603	49.0	0.0	0.0	0.0	34	49.0	0.0
YSG_0604	118.0	50.0	0.0	0.0	39	168.0	0.2976190476190476
YSG_0606	48.0	6.0	0.0	0.0	39	54.0	0.1111111111111111
YSG_0607	118.0	47.0	1.0	0.0	35	166.0	0.2891566265060241
YSG_0608b	95.0	48.0	1.0	0.0	37	144.0	0.3402777777777778
YSG_0609	97.0	24.0	0.0	0.0	36	121.0	0.19834710743801653
YSG_0610	67.0	3.0	0.0	0.0	40	70.0	0.04285714285714286
YSG_0611	205.0	5.0	0.0	0.0	38	210.0	0.023809523809523808
YSG_0612	37.0	0.0	0.0	0.0	34	37.0	0.0
YSG_0613	147.0	84.0	4.0	0.0	32	235.0	0.37446808510638296
YSG_0614	98.0	50.0	0.0	0.0	47	148.0	0.33783783783783783
YSG_0615	33.0	21.0	0.0	0.0	47	54.0	0.3888888888888889
YSG_0616	99.0	16.0	0.0	0.0	43	115.0	0.1391304347826087
YSG_0617	138.0	3.0	0.0	0.0	45	141.0	0.02127659574468085
YSG_0618	178.0	6.0	0.0	0.0	38	184.0	0.03260869565217391
YSG_0619	92.0	0.0	0.0	0.0	38	92.0	0.0
YSG_0621	181.0	2.0	0.0	0.0	42	183.0	0.01092896174863388
YSG_0622	29.0	9.0	1.0	0.0	40	39.0	0.2564102564102564
YSG_0623	198.0	5.0	0.0	0.0	33	203.0	0.024630541871921183
YSG_0624	291.0	9.0	0.0	0.0	41	300.0	0.03
YSG_0625	108.0	32.0	0.0	0.0	41	140.0	0.22857142857142856
YSG_0626	155.0	34.0	1.0	0.0	42	190.0	0.18421052631578946
YSG_0627	135.0	55.0	11.0	0.0	38	201.0	0.3283582089552239
YSG_0628	58.0	35.0	0.0	0.0	28	93.0	0.3763440860215054
YSG_0629	92.0	71.0	3.0	0.0	44	166.0	0.4457831325301205
YSG_0630	245.0	2.0	0.0	0.0	32	247.0	0.008097165991902834
YSG_0631	115.0	48.0	0.0	1.0	44	164.0	0.29878048780487804
YSG_0632	54.0	6.0	0.0	0.0	42	60.0	0.1
YSG_0633	103.0	1.0	0.0	0.0	35	104.0	0.009615384615384616
YSG_0634	178.0	1.0	0.0	0.0	38	179.0	0.00558659217877095
YSG_0635	78.0	3.0	0.0	0.0	38	81.0	0.037037037037037035
YSG_0636	235.0	26.0	1.0	0.0	26	262.0	0.10305343511450382
YSG_0637	45.0	1.0	0.0	0.0	35	46.0	0.021739130434782608
YSG_0639	49.0	7.0	0.0	0.0	39	56.0	0.125
YSG_0640	169.0	20.0	0.0	0.0	26	189.0	0.10582010582010581
YSG_0642	132.0	72.0	1.0	0.0	27	205.0	0.35609756097560974
YSG_0644	188.0	4.0	0.0	0.0	40	192.0	0.020833333333333332
YSG_0645	58.0	0.0	0.0	0.0	43	58.0	0.0
YSG_0648	221.0	100.0	17.0	0.0	38	338.0	0.34615384615384615
YSG_0649	126.0	27.0	0.0	0.0	39	153.0	0.17647058823529413
YSG_0650	30.0	0.0	0.0	0.0	33	30.0	0.0
YSG_0651	59.0	1.0	0.0	0.0	33	60.0	0.016666666666666666
YSG_0652	118.0	18.0	0.0	0.0	37	136.0	0.1323529411764706
YSG_0653	48.0	31.0	0.0	0.0	44	79.0	0.3924050632911392
YSG_0654	95.0	1.0	0.0	0.0	43	96.0	0.010416666666666666
YSG_0655	119.0	55.0	1.0	0.0	26	175.0	0.32
YSG_0656	172.0	179.0	42.0	4.0	29	397.0	0.5667506297229219
YSG_0657	156.0	23.0	1.0	0.0	38	180.0	0.13333333333333333
YSG_0658	182.0	157.0	17.0	0.0	35	356.0	0.4887640449438202
YSG_0659	154.0	57.0	1.0	0.0	21	212.0	0.27358490566037735
YSG_0660	62.0	4.0	0.0	0.0	36	66.0	0.06060606060606061
YSG_0661	234.0	69.0	8.0	0.0	40	311.0	0.24758842443729903
YSG_0663	193.0	30.0	1.0	0.0	34	224.0	0.13839285714285715
YSG_0664	88.0	2.0	0.0	0.0	39	90.0	0.022222222222222223
YSG_0665	41.0	3.0	1.0	0.0	40	45.0	0.08888888888888889
YSG_0666	111.0	0.0	0.0	0.0	47	111.0	0.0
YSG_0668	121.0	1.0	0.0	0.0	40	122.0	0.00819672131147541
YSG_0669	22.0	1.0	0.0	0.0	47	23.0	0.043478260869565216
YSG_0670	27.0	14.0	0.0	0.0	47	41.0	0.34146341463414637
YSG_0671	108.0	10.0	0.0	0.0	35	118.0	0.0847457627118644
YSG_0672	190.0	5.0	0.0	0.0	37	195.0	0.02564102564102564
YSG_0673	88.0	18.0	0.0	0.0	38	106.0	0.16981132075471697
YSG_0674	92.0	0.0	0.0	0.0	41	92.0	0.0
YSG_0675	129.0	27.0	1.0	0.0	43	157.0	0.17834394904458598
YSG_0676	116.0	105.0	20.0	0.0	48	241.0	0.5186721991701245
YSG_0677b	219.0	3.0	0.0	0.0	34	222.0	0.013513513513513514
YSG_0678	215.0	4.0	0.0	0.0	40	219.0	0.0182648401826484
YSG_0679	128.0	3.0	0.0	0.0	42	131.0	0.022900763358778626
YSG_0680	91.0	9.0	0.0	0.0	44	100.0	0.09
YSG_0681	110.0	1.0	0.0	0.0	41	111.0	0.009009009009009009
YSG_0682	325.0	14.0	0.0	0.0	25	339.0	0.04129793510324484
YSG_0683	150.0	26.0	0.0	0.0	30	176.0	0.14772727272727273
YSG_0684	78.0	1.0	0.0	0.0	47	79.0	0.012658227848101266
YSG_0686	77.0	4.0	0.0	0.0	53	81.0	0.04938271604938271
YSG_0687b	77.0	14.0	0.0	0.0	46	91.0	0.15384615384615385
YSG_0688	73.0	1.0	0.0	0.0	46	74.0	0.013513513513513514
YSG_0689b	157.0	4.0	0.0	0.0	35	161.0	0.024844720496894408
YSG_0690	451.0	45.0	0.0	0.0	31	496.0	0.0907258064516129
YSG_0691	91.0	2.0	0.0	0.0	52	93.0	0.021505376344086023
YSG_0693	46.0	4.0	0.0	0.0	41	50.0	0.08
YSG_0694	82.0	7.0	0.0	0.0	40	89.0	0.07865168539325842
YSG_0696	147.0	10.0	1.0	0.0	34	158.0	0.06962025316455696
YSG_0697	109.0	22.0	0.0	0.0	36	131.0	0.16793893129770993
YSG_0698	71.0	9.0	0.0	0.0	31	80.0	0.1125
YSG_0699	112.0	1.0	0.0	0.0	31	113.0	0.008849557522123894
YSG_0700	255.0	1.0	0.0	0.0	36	256.0	0.00390625
YSG_0701	123.0	1.0	0.0	0.0	40	124.0	0.008064516129032258
YSG_0702	283.0	3.0	0.0	0.0	32	286.0	0.01048951048951049
YSG_0703	360.0	5.0	0.0	0.0	37	365.0	0.0136986301369863
YSG_0705	220.0	4.0	0.0	0.0	40	224.0	0.017857142857142856
YSG_0706	72.0	0.0	0.0	0.0	35	72.0	0.0
YSG_0707	75.0	1.0	0.0	0.0	26	76.0	0.013157894736842105
YSG_0708	169.0	230.0	10.0	0.0	34	409.0	0.58679706601467
YSG_0709	91.0	3.0	0.0	0.0	46	94.0	0.031914893617021274
YSG_0710	100.0	39.0	3.0	0.0	38	142.0	0.29577464788732394
YSG_0711	109.0	56.0	4.0	0.0	37	169.0	0.35502958579881655
YSG_0712	149.0	2.0	0.0	0.0	37	151.0	0.013245033112582781
YSG_0714	83.0	2.0	0.0	0.0	46	85.0	0.023529411764705882
YSG_0715	31.0	1.0	0.0	0.0	38	32.0	0.03125
YSG_0716	263.0	45.0	1.0	1.0	28	310.0	0.15161290322580645
YSG_0717	130.0	3.0	0.0	0.0	40	133.0	0.022556390977443608
YSG_0719b	173.0	1.0	0.0	0.0	37	174.0	0.005747126436781609
YSG_0720	279.0	3.0	0.0	0.0	46	282.0	0.010638297872340425
YSG_0721	62.0	0.0	0.0	0.0	32	62.0	0.0
YSG_0722	228.0	111.0	0.0	0.0	34	339.0	0.3274336283185841
YSG_0723	145.0	2.0	0.0	0.0	41	147.0	0.013605442176870748
YSG_0724	25.0	1.0	0.0	0.0	34	26.0	0.038461538461538464
YSG_0726	106.0	31.0	3.0	1.0	19	141.0	0.24822695035460993
YSG_0727	182.0	9.0	0.0	0.0	8	191.0	0.04712041884816754
YSG_0728	125.0	14.0	1.0	0.0	44	140.0	0.10714285714285714
YSG_0729	80.0	1.0	0.0	0.0	44	81.0	0.012345679012345678
YSG_0730	32.0	22.0	3.0	0.0	41	57.0	0.43859649122807015
YSG_0731	400.0	5.0	0.0	0.0	35	405.0	0.012345679012345678
YSG_0732	195.0	23.0	0.0	0.0	31	218.0	0.10550458715596331
YSG_0733	246.0	89.0	1.0	0.0	29	336.0	0.26785714285714285
YSG_0734	176.0	4.0	0.0	0.0	31	180.0	0.022222222222222223
YSG_0735	23.0	2.0	0.0	0.0	35	25.0	0.08
YSG_0736	234.0	2.0	0.0	0.0	38	236.0	0.00847457627118644
YSG_0737	173.0	4.0	0.0	0.0	29	177.0	0.022598870056497175
YSG_0738	43.0	1.0	0.0	0.0	46	44.0	0.022727272727272728
YSG_0739	119.0	14.0	0.0	0.0	20	133.0	0.10526315789473684
YSG_0740	30.0	7.0	0.0	0.0	25	37.0	0.1891891891891892
YSG_0741	67.0	7.0	0.0	0.0	27	74.0	0.0945945945945946
YSG_0742b	162.0	8.0	1.0	0.0	34	171.0	0.05263157894736842
YSG_0743	177.0	11.0	0.0	0.0	34	188.0	0.05851063829787234
YSG_0744	58.0	1.0	0.0	0.0	38	59.0	0.01694915254237288
YSG_0745	41.0	10.0	0.0	0.0	40	51.0	0.19607843137254902
YSG_0746	244.0	3.0	0.0	0.0	31	247.0	0.012145748987854251
YSG_0747	188.0	4.0	0.0	0.0	32	192.0	0.020833333333333332
YSG_0749	96.0	2.0	0.0	0.0	38	98.0	0.02040816326530612
YSG_0750	104.0	2.0	0.0	0.0	33	106.0	0.018867924528301886
YSG_0751	181.0	4.0	0.0	0.0	40	185.0	0.021621621621621623
YSG_0752	263.0	2.0	0.0	0.0	29	265.0	0.007547169811320755
YSG_0753	170.0	2.0	0.0	0.0	35	172.0	0.011627906976744186
YSG_0754	183.0	0.0	0.0	0.0	31	183.0	0.0
YSG_0755	57.0	0.0	0.0	0.0	34	57.0	0.0
YSG_0756	123.0	14.0	0.0	0.0	43	137.0	0.10218978102189781
YSG_0757	284.0	32.0	1.0	0.0	32	317.0	0.10410094637223975
YSG_0758	144.0	31.0	0.0	0.0	48	175.0	0.17714285714285713
YSG_0759	145.0	2.0	0.0	0.0	28	147.0	0.013605442176870748
YSG_0760	83.0	0.0	0.0	0.0	42	83.0	0.0
YSG_0761	71.0	49.0	0.0	0.0	29	120.0	0.4083333333333333
YSG_0762	57.0	2.0	0.0	0.0	35	59.0	0.03389830508474576
YSG_0763	267.0	10.0	1.0	0.0	38	278.0	0.039568345323741004
YSG_0764	140.0	3.0	0.0	0.0	45	143.0	0.02097902097902098
YSG_0765	140.0	22.0	0.0	0.0	40	162.0	0.13580246913580246
YSG_0766	106.0	5.0	0.0	0.0	33	111.0	0.04504504504504504
YSG_0767	131.0	0.0	0.0	0.0	37	131.0	0.0
YSG_0768	92.0	61.0	5.0	0.0	35	158.0	0.4177215189873418
YSG_0769	62.0	18.0	0.0	0.0	37	80.0	0.225
YSG_0770	40.0	1.0	0.0	0.0	34	41.0	0.024390243902439025
YSG_0771	116.0	2.0	0.0	0.0	43	118.0	0.01694915254237288
YSG_0772	63.0	2.0	0.0	0.0	48	65.0	0.03076923076923077
YSG_0773	193.0	87.0	3.0	0.0	35	283.0	0.31802120141342755
YSG_0775	25.0	12.0	0.0	0.0	45	37.0	0.32432432432432434
YSG_0776	94.0	1.0	0.0	0.0	43	95.0	0.010526315789473684
YSG_0777	266.0	39.0	3.0	0.0	33	308.0	0.13636363636363635
YSG_0778	114.0	18.0	0.0	0.0	36	132.0	0.13636363636363635
YSG_0779	218.0	6.0	0.0	0.0	45	224.0	0.026785714285714284
YSG_0780	115.0	65.0	10.0	0.0	39	190.0	0.39473684210526316
YSG_0781	170.0	19.0	0.0	0.0	39	189.0	0.10052910052910052
YSG_0783	170.0	57.0	1.0	0.0	27	228.0	0.2543859649122807
YSG_0784	188.0	3.0	0.0	0.0	41	191.0	0.015706806282722512
YSG_0785	73.0	2.0	0.0	0.0	27	75.0	0.02666666666666667
YSG_0786	84.0	32.0	1.0	0.0	35	117.0	0.28205128205128205
YSG_0787b	182.0	64.0	0.0	0.0	36	246.0	0.2601626016260163
YSG_0788	102.0	52.0	0.0	0.0	45	154.0	0.33766233766233766
YSG_0789	76.0	7.0	0.0	0.0	46	83.0	0.08433734939759036
YSG_0791	322.0	17.0	0.0	0.0	29	339.0	0.05014749262536873
YSG_0792	82.0	0.0	0.0	0.0	36	82.0	0.0
YSG_0793	52.0	6.0	0.0	0.0	44	58.0	0.10344827586206896
YSG_0794	115.0	2.0	0.0	0.0	34	117.0	0.017094017094017096
YSG_0795	309.0	144.0	14.0	0.0	27	467.0	0.33832976445396146
YSG_0796	59.0	1.0	0.0	0.0	33	60.0	0.016666666666666666
YSG_0799	82.0	52.0	1.0	0.0	37	135.0	0.3925925925925926
YSG_0801	146.0	111.0	17.0	0.0	24	274.0	0.46715328467153283
YSG_0802b	106.0	3.0	0.0	0.0	40	109.0	0.027522935779816515
YSG_0803	160.0	4.0	0.0	0.0	40	164.0	0.024390243902439025
YSG_0804	50.0	4.0	0.0	0.0	37	54.0	0.07407407407407407
YSG_0806	143.0	45.0	1.0	0.0	35	189.0	0.24338624338624337
YSG_0807	158.0	129.0	13.0	1.0	34	301.0	0.4750830564784053
YSG_0808	70.0	1.0	0.0	0.0	31	71.0	0.014084507042253521
YSG_0810	171.0	8.0	0.0	0.0	24	179.0	0.0446927374301676
YSG_0811	99.0	0.0	0.0	0.0	38	99.0	0.0
YSG_0812b	196.0	2.0	0.0	0.0	35	198.0	0.010101010101010102
YSG_0813	166.0	2.0	0.0	0.0	42	168.0	0.011904761904761904
YSG_0814	59.0	0.0	0.0	0.0	41	59.0	0.0
YSG_0815	76.0	29.0	3.0	0.0	17	108.0	0.2962962962962963
YSG_0816	41.0	5.0	0.0	0.0	26	46.0	0.10869565217391304
YSG_0817	46.0	10.0	0.0	0.0	26	56.0	0.17857142857142858
YSG_0818b	81.0	3.0	0.0	0.0	37	84.0	0.03571428571428571
